Item Name,Serving Size,Protein (g),Total Fat (g),Carbohydrates (g),Sugar (g),Fiber (g),Sodium (mg),Cholesterol (mg)
"CINNAMON, GINGER AND CLOVE STRESS RELIEF HERBAL TEA TONIC, CINNAMON, GINGER AND CLOVE",240.0 ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"GARLIC WHOLE CLOVE IN BRINE, GARLIC",15.0 g,0.0,0.0,13.3,0.0,0.0,933.0,0.0
"PICKLED GARLIC WHOLE CLOVES, PICKLED",30.0 MLT,3.33,0.0,20.0,3.33,0.0,1930.0,0.0
"DELI PEAR CLOVE ELDERBERRY FLAVORED WHITE BREWED ICED TEA, DELI PEAR CLOVE ELDERBERRY",360.0 MLT,0.0,0.0,7.78,7.78,0.0,3.0,0.0
"VICTORIA, GARLIC CLOVES, PEELED AND READY TO USE",4.0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIBISCUS-CLOVE-ORANGE BOTANICAL INFUSED SYRUP,15.0 ml,0.0,0.0,40.0,40.0,0.0,0.0,0.0
"CINNAMON, LEMON, CHERRY, CLOVE, PEPPERMINT HAND SPUN RIBBON CANDY, CINNAMON, LEMON, CHERRY, CLOVE, PEPPERMINT",21.0 g,0.0,0.0,90.5,81.0,4.8,0.0,0.0
"COLD-PRESSED SPICED APPLE CIDER WITH APPLE CINNAMON & CLOVE FRUIT JUICE DRINK, APPLE CINNAMON & CLOVE",240.0 ml,0.0,0.0,11.2,9.58,0.0,4.0,0.0
"GREENSPICE INSPIRED FOODS, CACAO CLOVE SPICED FUDGE",20.0 g,5.0,25.0,65.0,60.0,6.5,0.0,0.0
"ORGANIC NUTRITION BAR, NUTS CINNA-CLOVE HONEY",45.0 g,13.3,37.8,37.8,22.2,6.7,167.0,0.0
"TERRAPIN RIDGE FARMS, CINNAMON, CLOVE TOMATO JAM",16.0 g,0.0,0.0,50.0,50.0,0.0,0.0,0.0
"PEPPERMINT, WINTERGREEN, ANISE ORANGE, CINNAMON & CLOVE FLAVORED SPICE DROPS JELLIES, PEPPERMINT, WINTERGREEN, ANISE ORANGE, CINNAMON & CLOVE",29.0 GRM,0.0,0.0,82.8,58.6,0.0,17.0,0.0
"SPICE DROPS, PEPPERMINT, CLOVE, WINTERGREEN, CINNAMON, LICORICE, SPEARMINT",30.0 g,0.0,0.0,83.3,70.0,0.0,0.0,0.0
"ANISE, PEPPERMINT, SPEARMINT, CINNAMON, SASSAFRAS, WINTERGREEN AND CLOVE SPICED JUMBO JELLY BEANS, ANISE, PEPPERMINT, SPEARMINT, CINNAMON, SASSAFRAS, WINTERGREEN AND CLOVE",30.0 g,0.0,0.0,93.3,73.3,0.0,0.0,0.0
"HONEY BOURBON WITH CLOVE, CHIPOTLE PEPPER & GARLIC MARINADE, HONEY BOURBON",15.0 ml,0.0,0.0,33.3,26.7,0.0,2800.0,0.0
"PASTA SAUCE WITH EXTRA VIRGIN OLIVE OIL, TOMATO CINNAMON & CLOVE",125.0 g,1.6,1.6,7.2,6.4,4.0,536.0,0.0
"SPICE DROPS, PEPPERMINT, WINTERGREEN, ANISE ORANGE, CINNAMON & CLOVE JELLIES",29.0 GRM,0.0,0.0,82.8,65.5,0.0,17.0,0.0
"SPICE DROPS FLAVORED SUGAR SANDED JELLIES WITH PEPPERMINT, CLOVE, WINTERGREEN, CINNAMON, LICORICE AND SPEARMINT, SPICE DROPS, PEPPERMINT, CLOVE, WINTERGREEN, CINNAMON, LICORICE AND SPEARMINT",30.0 g,0.0,0.0,83.3,70.0,0.0,0.0,0.0
CINNAMON,0.5 GRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CINNAMON,0.6000000238418579 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CINNAMON,0.6000000238418579 GRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CINNAMON,0.6000000238418579 GRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CINNAMON,0.6000000238418579 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CINNAMON,1.5 g,0.0,0.0,66.7,0.0,0.0,0.0,0.0
"Bread, cinnamon",Not specified,7.05,5.29,44.4,14.1,3.5,388.0,0.0
"Muffins, English, raisin-cinnamon (includes apple-cinnamon)",Not specified,7.91,1.8,48.1,14.8,2.6,299.0,0.0
"Bagels, cinnamon-raisin",Not specified,9.8,1.7,55.2,5.98,2.3,407.0,0.0
"Spices, cinnamon, ground",Not specified,3.99,1.24,80.6,2.17,53.1,10.0,0.0
"Muffins, English, raisin-cinnamon, toasted (includes apple-cinnamon)",Not specified,8.87,2.21,55.0,13.3,3.0,342.0,0.0
"Bagels, cinnamon-raisin, toasted",Not specified,10.6,1.8,59.3,6.43,2.5,370.0,0.0
"Danish pastry, cinnamon, enriched",Not specified,7.0,22.4,44.6,19.8,1.3,414.0,21.0
"Danish pastry, cinnamon, unenriched",Not specified,7.0,22.4,44.6,0.0,1.2,371.0,21.0
"Fast foods, miniature cinnamon rolls",Not specified,7.02,18.0,53.4,18.0,2.2,554.0,21.0
"Toaster pastries, brown-sugar-cinnamon",Not specified,4.06,7.98,72.6,27.2,2.3,361.0,0.0
"Cinnamon buns, frosted (includes honey buns)",Not specified,4.45,26.6,48.6,25.7,1.2,305.0,5.0
"Pillsbury, Cinnamon Rolls with Icing, refrigerated dough",Not specified,4.34,11.3,53.4,21.3,1.4,780.0,0.0
"Sweet rolls, cinnamon, commercially prepared with raisins",Not specified,6.2,16.4,50.9,31.7,2.4,304.0,66.0
"Sweet rolls, cinnamon, refrigerated dough with frosting",Not specified,5.0,12.2,51.6,0.0,0.0,765.0,0.0
"Cereals ready-to-eat, QUAKER, Oatmeal Squares, cinnamon",Not specified,11.2,4.88,78.1,16.7,8.7,344.0,0.0
"Cereals, oats, instant, fortified, with cinnamon and spice, dry",Not specified,9.53,4.84,76.1,25.3,8.0,434.0,0.0
"Cereals, QUAKER, Instant Oatmeal, apples and cinnamon, dry",Not specified,8.62,4.61,76.7,28.9,8.3,454.0,0.0
"Cereals, QUAKER, Instant Oatmeal, Cinnamon-Spice, dry",Not specified,10.4,5.1,74.5,21.1,8.2,416.0,0.0
"Cereals, QUAKER, Instant Oatmeal, weight control, cinnamon",Not specified,16.5,6.28,64.2,1.27,13.0,618.0,1.0
"Cookies, graham crackers, plain or honey (includes cinnamon)",Not specified,6.69,10.6,77.7,24.8,3.4,516.0,0.0
"Sweet rolls, cinnamon, refrigerated dough with frosting, baked",Not specified,5.4,13.2,56.1,0.0,0.0,832.0,0.0
"Babyfood, finger snacks, GERBER, GRADUATES, PUFFS, apple and cinnamon",Not specified,6.19,2.3,85.8,17.8,3.8,13.0,0.0
"Cake, coffeecake, cinnamon with crumb topping, commercially prepared, enriched",Not specified,6.8,23.3,46.7,0.0,2.0,351.0,32.0
"Cake, coffeecake, cinnamon with crumb topping, commercially prepared, unenriched",Not specified,6.8,23.3,46.7,0.0,2.0,351.0,32.0
"Cake, coffeecake, cinnamon with crumb topping, dry mix, prepared",Not specified,5.5,9.6,52.8,29.5,1.2,421.0,49.0
"Cereals ready-to-eat, MALT-O-MEAL, CINNAMON TOASTERS",Not specified,3.32,12.1,78.3,32.9,5.0,473.0,0.0
"Cereals ready-to-eat, QUAKER, MOTHER'S Cinnamon Oat Crunch",Not specified,10.6,4.56,79.8,25.4,8.1,275.0,0.0
"Cereals ready-to-eat, QUAKER, QUAKER OAT CINNAMON LIFE",Not specified,9.14,4.1,79.0,25.2,6.3,463.0,0.0
"Cereals, oats, instant, fortified, with cinnamon and spice, prepared with water",Not specified,2.37,1.21,19.0,6.31,2.0,111.0,0.0
"Cereals, QUAKER, Instant Oatmeal, Apple and Cinnamon, reduced sugar",Not specified,10.3,5.64,72.2,17.8,9.7,535.0,0.0
"Cereals, QUAKER, Instant Oatmeal, Cinnamon Spice, reduced sugar",Not specified,11.3,6.11,69.4,11.9,8.8,760.0,0.0
"Cereals, QUAKER, Instant Oatmeal, Cinnamon Swirl, high fiber",Not specified,8.79,4.8,75.7,14.7,22.3,473.0,0.0
"Cereals ready-to-eat, POST HONEY BUNCHES OF OATS with cinnamon bunches",Not specified,7.1,5.0,82.8,20.4,5.8,464.0,0.0
"Danish pastry, fruit, unenriched (includes apple, cinnamon, raisin, strawberry)",Not specified,5.4,18.5,47.8,0.0,1.9,354.0,40.0
"Danish pastry, fruit, enriched (includes apple, cinnamon, raisin, lemon, raspberry, strawberry)",Not specified,5.4,18.5,47.8,27.5,1.9,445.0,114.0
"CINNAMON BUNS, CINNAMON, CINNAMON",51.0 g,13.7,2.94,52.9,15.7,11.8,431.0,10.0
"CINNAMON BREAD WITH CINNAMON BURSTS, CINNAMON",38.0 GRM,7.89,6.58,52.6,15.8,2.6,421.0,0.0
"KROGER, CINNAMON DANISH, CINNAMON, CINNAMON",56.0 g,5.36,16.1,50.0,26.8,1.8,357.0,9.0
"CINNAMON ROLLS, CINNAMON",47.0 GRM,4.26,12.8,53.2,27.7,0.0,362.0,21.0
"APPLESAUCE WITH CINNAMON, CINNAMON",90.0 g,0.0,0.0,16.7,13.3,1.1,6.0,0.0
"APPLESAUCE WITH CINNAMON, CINNAMON",90.0 g,0.0,0.0,15.6,13.3,2.2,0.0,0.0
"CINNAMON ALMONDS, CINNAMON",30.0 g,16.7,45.0,28.3,13.3,11.7,77.0,0.0
"CINNAMON ALMONDS, CINNAMON",28.0 GRM,10.7,25.0,64.3,53.6,7.1,0.0,0.0
"CINNAMON ALMONDS, CINNAMON",57.0 g,10.5,24.6,61.4,52.6,7.0,0.0,0.0
CARDAMOM,0.5 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Spices, cardamom",Not specified,10.8,6.7,68.5,0.0,28.0,18.0,0.0
"CARDAMOM SYRUP, CARDAMOM",28.0 g,0.0,0.0,53.6,53.6,0.0,0.0,0.0
"CARDAMOM COCOA MIX, CARDAMOM",34.0 GRM,5.88,4.41,85.3,61.8,11.8,132.0,0.0
"TURKISH COFFEE WITH CARDAMOM, CARDAMOM",5.0 g,20.0,10.0,60.0,0.0,40.0,0.0,0.0
"CARDAMOM CHAI BAR, CARDAMOM CHAI",40.0 g,22.5,37.5,27.5,7.5,15.0,188.0,0.0
"CARDAMOM INSTA CHAI PREMIX, CARDAMOM",22.0 GRM,9.09,6.82,45.4,27.3,0.0,136.0,0.0
"CARDAMOM PLANT-BASED GELATO, CARDAMOM",118.0 ml,1.69,9.32,14.4,14.4,0.0,13.0,0.0
"PEAR & CARDAMOM YOGHURT, PEAR & CARDAMOM",227.0 g,5.29,4.85,12.8,10.1,0.4,66.0,18.0
CARDAMOM POWDER,0.5 GRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARDAMOM SPICE,15.0 ml,0.0,0.0,113.0,113.0,0.0,0.0,0.0
CARDAMOM WHOLE,1.0 GRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GROUND CARDAMOM,0.7 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORGANIC CARDAMOM,0.6000000238418579 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BLUEBERRY & CARDAMOM PROBIOTIC YOGURT, BLUEBERRY & CARDAMOM",15.0 g,73.3,30.0,73.3,60.0,6.7,333.0,100.0
"CARDAMOM PISTACHIO ICE CREAM, CARDAMOM PISTACHIO",84.0 g,9.52,11.9,11.9,9.52,2.4,48.0,48.0
"CARDAMOM SNICKERDOODLE COOKIE MIX, CARDAMOM SNICKERDOODLE",30.0 g,6.67,0.0,83.3,46.7,0.0,333.0,0.0
"ORANGE CARDAMOM ICE CREAM, ORANGE CARDAMOM",113.0 g,2.65,16.8,19.5,18.6,0.0,58.0,71.0
"ORANGE CARDAMOM UNCURED SALAMI, ORANGE CARDAMOM",28.0 GRM,25.0,32.1,7.14,0.0,0.0,1860.0,71.0
"OVERNIGHT OATS WITH COCONUT & CARDAMOM, COCONUT & CARDAMOM",170.0 g,4.71,10.0,18.8,4.71,3.5,88.0,0.0
"PUMPKIN CARDAMOM PASTA SAUCE, PUMPKIN CARDAMOM",118.0 g,0.85,5.93,11.9,7.63,1.7,398.0,4.0
"TURKISH ROASTED AND GROUND WITH CARDAMOM COFFEE, CARDAMOM",5.0 GRM,20.0,10.0,60.0,0.0,40.0,0.0,0.0
"CARDAMOM ORANGE BRIOCHE TREE ROLLS, CARDAMOM ORANGE",77.0 g,9.09,15.6,39.0,7.79,1.3,338.0,130.0
"CARDAMOM ORGANIC LOW FAT ICE CREAM, CARDAMOM",87.0 g,8.05,2.3,19.5,8.05,8.0,52.0,69.0
"CARDAMOM ORIGINAL GROUND ROASTED COFFEE, CARDAMOM ORIGINAL",5.0 GRM,20.0,14.0,64.0,0.0,0.0,20.0,0.0
"CARDAMOM SPICE DAIRY-FREE GELATO, CARDAMOM SPICE",93.0 GRM,3.23,14.0,22.6,19.4,1.1,54.0,0.0
"DAD'S CARDAMOM ORGANIC ICE CREAM, DAD'S CARDAMOM",103.0 g,3.88,13.6,21.4,20.4,0.0,49.0,63.0
"GREEN TEA CARDAMOM BAGS, GREEN TEA CARDAMOM",1.5 GRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"INDIAN CARDAMOM PISTACHIO ICE CREAM, INDIAN CARDAMOM",129.0 g,4.65,17.8,24.0,22.5,0.8,50.0,74.0
"QUICK CHAI CARDAMOM INSTANT CHAI LATTE, CARDAMOM",22.0 GRM,4.55,9.09,81.8,63.6,4.5,227.0,23.0
"VANILLA CARDAMOM DREAM ADAPTOGEN DRINK, VANILLA CARDAMOM",355.0 ml,0.85,2.25,1.97,1.13,0.6,6.0,0.0
"VANILLA WITH CARDAMOM LASSI YOGURT SMOOTHIE, VANILLA WITH CARDAMOM",237.0 MLT,3.38,3.8,7.17,7.17,0.4,46.0,13.0
100% ORGANIC CARDAMOM,0.6000000238418579 GRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CARDAMOM INFUSED VERMONT ORGANIC MAPLE SYRUP, CARDAMOM INFUSED",60.0 ml,0.0,0.0,88.3,88.3,0.0,12.0,0.0
"GREEN CARDAMOM WHOLE ORGANIC SPICES, GREEN CARDAMOM WHOLE",2.0 g,0.0,0.0,50.0,0.0,50.0,0.0,0.0
"JEM, SPROUTED ALMOND BUTTER, COCONUT CARDAMOM, COCONUT CARDAMOM",30.0 g,20.0,46.7,26.7,10.0,10.0,0.0,0.0
"KOLKATA CARDAMOM BLACK WRAPPED TEA BAGS, KOLKATA CARDAMOM",2.0 g,0.0,0.0,50.0,0.0,0.0,750.0,0.0
"PEACH BOURBON CARDAMOM FRUIT PRESERVES, PEACH BOURBON CARDAMOM",14.0 g,0.0,0.0,78.6,71.4,0.0,0.0,0.0
"RASPBERRY CARDAMOM ROSEHIP FRUIT SPREAD, RASPBERRY CARDAMOM ROSEHIP",17.0 GRM,0.0,0.0,47.1,40.6,3.5,0.0,0.0
"BASMATI RICE SEASONED WITH CLOVES & CARDAMOM, BASMATI SEASONED WITH CLOVES & CARDAMOM",124.0 g,4.03,1.61,35.5,0.0,2.4,0.0,0.0
"BLUEBERRY CARDAMOM COCONUTMILK NON-DAIRY FROZEN DESSERT, BLUEBERRY CARDAMOM",113.0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHILI, LIME, CARDAMOM ANTIOXIDANTS CACAO WATER, CHILI, LIME, CARDAMOM",310.0 ml,0.0,0.0,6.13,5.48,0.3,0.0,0.0
"SWEET CHAI MAPLE SYRUP INFUSED WITH CARDAMOM & GINGER, CARDAMOM & GINGER",30.0 ml,0.0,0.0,90.0,80.0,0.0,17.0,0.0
72% CACAO COFFEE & CARDAMOM,17.0 GRM,5.88,35.3,47.1,29.4,17.6,0.0,0.0
"CAMEMBERT FONDUE, ORANGE CARDAMOM",30.0 g,16.7,26.7,3.33,3.33,0.0,533.0,83.0
"DOLCEZZA, LEMON RICOTTA CARDAMOM",113.4000015258789 g,3.53,5.29,21.2,17.6,0.0,35.0,31.0
"GELATO, LEMON RICOTTA CARDAMOM",113.4000015258789 g,3.53,5.29,21.2,17.6,0.0,106.0,31.0
ORANGE HONEY CARDAMOM SORBETTO,85.0 g,0.0,0.0,27.1,25.9,0.0,0.0,0.0
"SORBETTO, ORANGE HONEY CARDAMOM",85.0 g,0.0,0.0,27.1,25.9,1.2,0.0,0.0
"SYRUP, CARDAMOM ROSE WATER",14.0 g,0.0,0.0,85.7,85.7,0.0,36.0,0.0
FENNEL SEEDS,1.0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FENNEL SEEDS,0.5 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FENNEL SEEDS,0.5 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Spices, fennel seed",Not specified,15.8,14.9,52.3,0.0,39.8,88.0,0.0
"Fennel, bulb, raw",Not specified,1.24,0.2,7.3,3.93,3.1,52.0,0.0
"FENNEL SEED TARALLI, FENNEL SEED",28.0 GRM,7.14,14.3,46.4,3.57,3.6,643.0,0.0
"Seeds, breadfruit seeds, boiled",Not specified,5.3,2.3,32.0,0.0,4.8,23.0,0.0
"Seeds, breadfruit seeds, raw",Not specified,7.4,5.59,29.2,0.0,5.2,25.0,0.0
"Seeds, breadfruit seeds, roasted",Not specified,6.2,2.7,40.1,0.0,6.0,28.0,0.0
"Seeds, chia seeds, dried",Not specified,16.5,30.7,42.1,0.0,34.4,16.0,0.0
"Seeds, hemp seed, hulled",Not specified,31.6,48.8,8.67,1.5,4.0,5.0,0.0
"Seeds, lotus seeds, dried",Not specified,15.4,1.97,64.5,0.0,0.0,5.0,0.0
"Seeds, lotus seeds, raw",Not specified,4.13,0.53,17.3,0.0,0.0,1.0,0.0
FENNEL SEED,0.7 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Seeds, breadnut tree seeds, dried",Not specified,8.62,1.68,79.4,0.0,14.9,53.0,0.0
"Seeds, breadnut tree seeds, raw",Not specified,5.97,0.99,46.3,0.0,0.0,31.0,0.0
"Seeds, pumpkin seeds (pepitas), raw",Not specified,29.9,40.0,18.7,0.0,5.08,0.0,0.0
"Seeds, safflower seed kernels, dried",Not specified,16.2,38.4,34.3,0.0,0.0,3.0,0.0
"Seeds, sesame seeds, whole, dried",Not specified,17.7,49.7,23.4,0.3,11.8,11.0,0.0
"Seeds, sunflower seed kernels, dried",Not specified,20.8,51.5,20.0,2.62,8.6,9.0,0.0
"Seeds, sunflower seed, kernel, raw",Not specified,18.9,48.4,24.5,0.0,7.22,0.0,0.0
"Seeds, watermelon seed kernels, dried",Not specified,28.3,47.4,15.3,0.0,0.0,99.0,0.0
"Raisins, seeded",Not specified,2.52,0.54,78.5,0.0,6.8,28.0,0.0
"Seeds, flaxseed",Not specified,18.3,42.2,28.9,1.55,27.3,30.0,0.0
"Seeds, pumpkin and squash seed kernels, dried",Not specified,30.2,49.0,10.7,1.4,6.0,7.0,0.0
"Seeds, safflower seed meal, partially defatted",Not specified,35.6,2.39,48.7,0.0,0.0,3.0,0.0
"Seeds, sesame seed kernels, dried (decorticated)",Not specified,20.4,61.2,11.7,0.48,11.6,47.0,0.0
"Seeds, sesame seeds, whole, roasted and toasted",Not specified,17.0,48.0,25.7,0.0,14.0,11.0,0.0
"Seeds, sisymbrium sp. seeds, whole, dried",Not specified,12.1,4.6,58.3,0.0,0.0,92.0,0.0
"Seeds, sunflower seed butter, without salt",Not specified,17.3,55.2,23.3,10.5,5.7,3.0,0.0
"Seeds, sunflower seed flour, partially defatted",Not specified,48.1,1.61,35.8,0.0,5.2,3.0,0.0
"Seeds, sunflower seed kernels, toasted, with salt added",Not specified,17.2,56.8,20.6,0.0,11.5,613.0,0.0
"Seeds, sunflower seed kernels, toasted, without salt",Not specified,17.2,56.8,20.6,0.0,11.5,3.0,0.0
"TARALLI SAVORY RINGS WITH FENNEL SEEDS, FENNEL SEEDS",35.0 g,8.57,22.9,60.0,0.0,0.0,800.0,0.0
"Raspberries, puree, with seeds",Not specified,1.1,0.97,11.5,6.56,4.3,4.0,0.0
"Spices, anise seed",Not specified,17.6,15.9,50.0,0.0,14.6,16.0,0.0
"Spices, caraway seed",Not specified,19.8,14.6,49.9,0.64,38.0,17.0,0.0
"Spices, celery seed",Not specified,18.1,25.3,41.4,0.67,11.8,160.0,0.0
"Spices, coriander seed",Not specified,12.4,17.8,55.0,0.0,41.9,35.0,0.0
"Spices, cumin seed",Not specified,17.8,22.3,44.2,2.25,10.5,168.0,0.0
"Spices, dill seed",Not specified,16.0,14.5,55.2,0.0,21.1,20.0,0.0
"Spices, fenugreek seed",Not specified,23.0,6.41,58.4,0.0,24.6,67.0,0.0
"Spices, poppy seed",Not specified,18.0,41.6,28.1,2.99,19.5,26.0,0.0
"Lima beans, thin seeded (baby), mature seeds, raw",Not specified,20.6,0.93,62.8,8.32,20.6,13.0,0.0
"Seeds, pumpkin and squash seed kernels, roasted, with salt added",Not specified,29.8,49.0,14.7,1.29,6.5,256.0,0.0
"Seeds, pumpkin and squash seed kernels, roasted, without salt",Not specified,29.8,49.0,14.7,1.29,6.5,18.0,0.0
"Seeds, pumpkin and squash seeds, whole, roasted, with salt added",Not specified,18.6,19.4,53.8,0.0,18.4,2540.0,0.0
"Seeds, pumpkin and squash seeds, whole, roasted, without salt",Not specified,18.6,19.4,53.8,0.0,18.4,18.0,0.0
"Seeds, sesame seed kernels, toasted, with salt added (decorticated)",Not specified,17.0,48.0,26.0,0.48,16.9,588.0,0.0
"Seeds, sunflower seed kernels, dry roasted, with salt added",Not specified,19.3,49.8,24.1,2.73,9.0,655.0,0.0
"Spices, fenugreek seed",Not specified,23.0,6.41,58.4,0.0,24.6,67.0,0.0
FENUGREEK SEEDS (METHI),11.0 g,27.3,9.09,54.6,0.0,27.3,64.0,0.0
"FENUGREEK SEED ORGANIC HERBAL TEA BAGS, FENUGREEK SEED",1.5 GRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Seeds, breadfruit seeds, boiled",Not specified,5.3,2.3,32.0,0.0,4.8,23.0,0.0
"Seeds, breadfruit seeds, raw",Not specified,7.4,5.59,29.2,0.0,5.2,25.0,0.0
"Seeds, breadfruit seeds, roasted",Not specified,6.2,2.7,40.1,0.0,6.0,28.0,0.0
"Seeds, chia seeds, dried",Not specified,16.5,30.7,42.1,0.0,34.4,16.0,0.0
"Seeds, hemp seed, hulled",Not specified,31.6,48.8,8.67,1.5,4.0,5.0,0.0
"Seeds, lotus seeds, dried",Not specified,15.4,1.97,64.5,0.0,0.0,5.0,0.0
"Seeds, lotus seeds, raw",Not specified,4.13,0.53,17.3,0.0,0.0,1.0,0.0
"Seeds, breadnut tree seeds, dried",Not specified,8.62,1.68,79.4,0.0,14.9,53.0,0.0
"Seeds, breadnut tree seeds, raw",Not specified,5.97,0.99,46.3,0.0,0.0,31.0,0.0
"Seeds, pumpkin seeds (pepitas), raw",Not specified,29.9,40.0,18.7,0.0,5.08,0.0,0.0
"Seeds, safflower seed kernels, dried",Not specified,16.2,38.4,34.3,0.0,0.0,3.0,0.0
"Seeds, sesame seeds, whole, dried",Not specified,17.7,49.7,23.4,0.3,11.8,11.0,0.0
"Seeds, sunflower seed kernels, dried",Not specified,20.8,51.5,20.0,2.62,8.6,9.0,0.0
"Seeds, sunflower seed, kernel, raw",Not specified,18.9,48.4,24.5,0.0,7.22,0.0,0.0
"Seeds, watermelon seed kernels, dried",Not specified,28.3,47.4,15.3,0.0,0.0,99.0,0.0
"Raisins, seeded",Not specified,2.52,0.54,78.5,0.0,6.8,28.0,0.0
"Seeds, flaxseed",Not specified,18.3,42.2,28.9,1.55,27.3,30.0,0.0
"Seeds, pumpkin and squash seed kernels, dried",Not specified,30.2,49.0,10.7,1.4,6.0,7.0,0.0
"Seeds, safflower seed meal, partially defatted",Not specified,35.6,2.39,48.7,0.0,0.0,3.0,0.0
"Seeds, sesame seed kernels, dried (decorticated)",Not specified,20.4,61.2,11.7,0.48,11.6,47.0,0.0
"Seeds, sesame seeds, whole, roasted and toasted",Not specified,17.0,48.0,25.7,0.0,14.0,11.0,0.0
"Seeds, sisymbrium sp. seeds, whole, dried",Not specified,12.1,4.6,58.3,0.0,0.0,92.0,0.0
"Seeds, sunflower seed butter, without salt",Not specified,17.3,55.2,23.3,10.5,5.7,3.0,0.0
"Seeds, sunflower seed flour, partially defatted",Not specified,48.1,1.61,35.8,0.0,5.2,3.0,0.0
"Seeds, sunflower seed kernels, toasted, with salt added",Not specified,17.2,56.8,20.6,0.0,11.5,613.0,0.0
"Seeds, sunflower seed kernels, toasted, without salt",Not specified,17.2,56.8,20.6,0.0,11.5,3.0,0.0
"Raspberries, puree, with seeds",Not specified,1.1,0.97,11.5,6.56,4.3,4.0,0.0
"Spices, anise seed",Not specified,17.6,15.9,50.0,0.0,14.6,16.0,0.0
"Spices, caraway seed",Not specified,19.8,14.6,49.9,0.64,38.0,17.0,0.0
"Spices, celery seed",Not specified,18.1,25.3,41.4,0.67,11.8,160.0,0.0
"Spices, coriander seed",Not specified,12.4,17.8,55.0,0.0,41.9,35.0,0.0
"Spices, cumin seed",Not specified,17.8,22.3,44.2,2.25,10.5,168.0,0.0
"Spices, dill seed",Not specified,16.0,14.5,55.2,0.0,21.1,20.0,0.0
"Spices, fennel seed",Not specified,15.8,14.9,52.3,0.0,39.8,88.0,0.0
"Spices, poppy seed",Not specified,18.0,41.6,28.1,2.99,19.5,26.0,0.0
"Lima beans, thin seeded (baby), mature seeds, raw",Not specified,20.6,0.93,62.8,8.32,20.6,13.0,0.0
"Seeds, pumpkin and squash seed kernels, roasted, with salt added",Not specified,29.8,49.0,14.7,1.29,6.5,256.0,0.0
"Seeds, pumpkin and squash seed kernels, roasted, without salt",Not specified,29.8,49.0,14.7,1.29,6.5,18.0,0.0
"Seeds, pumpkin and squash seeds, whole, roasted, with salt added",Not specified,18.6,19.4,53.8,0.0,18.4,2540.0,0.0
"Seeds, pumpkin and squash seeds, whole, roasted, without salt",Not specified,18.6,19.4,53.8,0.0,18.4,18.0,0.0
"Seeds, sesame seed kernels, toasted, with salt added (decorticated)",Not specified,17.0,48.0,26.0,0.48,16.9,588.0,0.0
"Seeds, sunflower seed kernels, dry roasted, with salt added",Not specified,19.3,49.8,24.1,2.73,9.0,655.0,0.0
"Seeds, sunflower seed kernels, dry roasted, with salt added",Not specified,21.0,56.1,17.1,0.0,10.3,532.0,0.0
"Seeds, sunflower seed kernels, dry roasted, without salt",Not specified,19.3,49.8,24.1,2.73,11.1,3.0,0.0
"Seeds, sunflower seed kernels, oil roasted, with salt added",Not specified,20.1,51.3,22.9,3.11,10.6,303.0,0.0
"Seeds, sunflower seed kernels, oil roasted, without salt",Not specified,20.1,51.3,22.9,3.11,10.6,3.0,0.0
FENUGREEK SEED GROUND ORGANIC SPICES,3.700000047683716 g,27.0,0.0,54.0,0.0,27.0,0.0,0.0
MUSTARD SEEDS,1.0 g,0.0,50.0,0.0,0.0,0.0,0.0,0.0
"Spices, mustard seed, ground",Not specified,26.1,36.2,28.1,6.79,12.2,13.0,0.0
"Oil, mustard",Not specified,0.0,100.0,0.0,0.0,0.0,0.0,0.0
"Seeds, breadfruit seeds, boiled",Not specified,5.3,2.3,32.0,0.0,4.8,23.0,0.0
"Seeds, breadfruit seeds, raw",Not specified,7.4,5.59,29.2,0.0,5.2,25.0,0.0
"Seeds, breadfruit seeds, roasted",Not specified,6.2,2.7,40.1,0.0,6.0,28.0,0.0
"Seeds, chia seeds, dried",Not specified,16.5,30.7,42.1,0.0,34.4,16.0,0.0
"Seeds, hemp seed, hulled",Not specified,31.6,48.8,8.67,1.5,4.0,5.0,0.0
"Seeds, lotus seeds, dried",Not specified,15.4,1.97,64.5,0.0,0.0,5.0,0.0
