Item Name,Serving Size,Protein (g),Total Fat (g),Carbohydrates (g),Sugar (g),Fiber (g),Sodium (mg),Cholesterol (mg),Pakistani
"ROGAN JOSH CURRY SPICE PASTE, ROGAN JOSH",15.0 g,6.67,23.3,20.0,0.0,6.7,1930.0,0.0,False
ROGAN JOSH SAUCE,110.0 g,1.82,4.55,8.18,4.55,0.0,371.0,0.0,False
"ROGAN JOSH CURRY SIMMER SAUCE, ROGAN JOSH CURRY",64.0 GRM,1.56,3.12,9.38,4.69,1.6,297.0,0.0,False
HOME STYLE ROGAN JOSH PASTE,16.0 g,12.5,31.2,31.2,0.0,12.5,3000.0,0.0,False
"PASSAGE OF INDIA, ROGAN JOSH SIMMER SAUCE",62.5 ml,1.6,11.2,11.2,3.2,1.6,656.0,0.0,False
"ROLAND, ROGAN JOSH MEDIUM LUXURY CURRY SAUCE",60.0 g,3.33,11.7,10.0,6.67,1.7,500.0,0.0,False
JOSH ALLEN QUARTERBACK,40.0 g,5.0,0.0,87.5,47.5,2.5,250.0,0.0,False
"RED & BLUE FROSTED ROLLS CEREAL, RED & BLUE FROSTED ROLLS",40.0 g,5.0,0.0,87.5,47.5,2.5,250.0,0.0,False
"Bread, naan, plain, commercially prepared, refrigerated",Not specified,9.62,5.65,50.4,3.55,2.2,465.0,0.0,False
"Bread, naan, whole wheat, commercially prepared, refrigerated",Not specified,10.2,6.7,46.2,3.4,4.8,467.0,1.0,False
"Bread, cheese",Not specified,10.4,20.8,44.8,2.08,2.1,750.0,10.0,False
"Bread, cinnamon",Not specified,7.05,5.29,44.4,14.1,3.5,388.0,0.0,False
"Bread, egg",Not specified,9.5,6.0,47.8,1.78,2.3,380.0,51.0,False
"Bread, Italian",Not specified,9.49,2.73,48.1,4.69,2.1,618.0,0.0,False
"Bread, oatmeal",Not specified,8.4,4.4,48.5,8.14,4.0,447.0,0.0,False
"Bread, potato",Not specified,12.5,3.13,47.1,9.38,6.3,375.0,0.0,False
"Bread, pumpernickel",Not specified,8.7,3.1,47.5,0.53,6.5,596.0,0.0,False
"Bread, rye",Not specified,8.5,3.3,48.3,3.85,5.8,603.0,0.0,False
"Bread, wheat",Not specified,10.7,4.53,47.5,5.73,4.0,473.0,0.0,False
"Bread, pan dulce, sweet yeast bread",Not specified,9.42,11.6,56.4,12.5,2.3,228.0,30.0,False
"Bread, cracked-wheat",Not specified,8.7,3.9,49.5,0.0,5.5,538.0,0.0,False
"Bread, egg, toasted",Not specified,10.5,6.6,52.6,1.94,2.5,417.0,56.0,False
"Bread, oat bran",Not specified,10.4,4.4,39.8,7.7,4.5,353.0,0.0,False
"Bread, oatmeal, toasted",Not specified,9.2,4.8,52.7,8.84,4.3,486.0,0.0,False
"Bread, raisin, enriched",Not specified,7.9,4.4,52.3,5.68,4.3,347.0,0.0,False
"Bread, raisin, unenriched",Not specified,7.9,4.4,52.3,0.0,4.3,390.0,0.0,False
"Bread, rice bran",Not specified,8.9,4.6,43.5,4.67,4.9,269.0,0.0,False
"Bread, rye, toasted",Not specified,9.4,3.6,53.1,4.23,6.4,664.0,0.0,False
"Bread, sticks, plain",Not specified,12.0,9.5,68.4,1.26,3.0,713.0,0.0,False
"Bread, wheat, sprouted",Not specified,13.2,0.0,33.9,2.63,5.3,474.0,0.0,False
"Bread, wheat, toasted",Not specified,13.0,4.27,55.8,6.42,4.7,601.0,0.0,False
"Bread, white wheat",Not specified,10.7,2.15,43.9,5.0,9.2,478.0,0.0,False
"Garlic bread, frozen",Not specified,8.36,16.6,41.7,3.69,2.5,544.0,0.0,False
"Bread, white, commercially prepared (includes soft bread crumbs)",Not specified,8.85,3.33,49.4,5.67,2.7,490.0,0.0,False
"Bread, boston brown, canned",Not specified,5.2,1.5,43.3,2.42,4.7,631.0,1.0,False
"Bread, kneel down (Navajo)",Not specified,4.29,2.21,39.5,3.74,0.0,126.0,0.0,False
"Bread, oat bran, toasted",Not specified,11.4,4.8,43.7,8.46,4.9,387.0,0.0,False
"Bread, pita, white, enriched",Not specified,9.1,1.2,55.7,1.3,2.2,536.0,0.0,False
"Bread, pita, white, unenriched",Not specified,9.1,1.2,55.7,0.0,2.2,536.0,0.0,False
"Bread, pita, whole-wheat",Not specified,9.8,1.71,55.9,2.87,6.1,421.0,0.0,False
"Bread, protein (includes gluten)",Not specified,12.1,2.2,43.8,1.44,3.0,404.0,0.0,False
"Bread, raisin, enriched, toasted",Not specified,8.6,4.8,56.9,6.18,4.7,377.0,0.0,False
"Bread, reduced-calorie, oatmeal",Not specified,7.6,3.5,43.3,0.0,0.0,388.0,0.0,False
"Bread, reduced-calorie, rye",Not specified,9.1,2.9,40.5,2.29,12.0,513.0,0.0,False
"Bread, reduced-calorie, wheat",Not specified,13.3,2.92,42.5,3.71,11.1,332.0,0.0,False
"Bread, reduced-calorie, white",Not specified,8.7,2.5,44.3,4.76,9.7,479.0,0.0,False
"Bread, rice bran, toasted",Not specified,9.7,5.0,47.3,5.08,5.3,292.0,0.0,False
"Bread, roll, Mexican, bollilo",Not specified,10.6,5.8,55.8,3.55,2.2,506.0,1.0,False
"Bread, stuffing, dry mix",Not specified,11.0,3.4,76.2,8.27,3.2,1400.0,1.0,False
"Bread, wheat, sprouted, toasted",Not specified,14.3,0.0,36.8,2.86,5.7,515.0,0.0,False
"Bread, white, commercially prepared",Not specified,9.43,3.59,49.2,0.0,2.3,477.0,0.0,False
"Chicken, meatless, breaded, fried",Not specified,21.3,12.8,8.51,0.0,4.3,400.0,0.0,False
"Tennis Bread, plain (Apache)",Not specified,9.0,1.05,53.3,3.01,2.6,810.0,0.0,False
"Wheat flours, bread, unenriched",Not specified,12.0,1.66,72.5,0.31,2.4,2.0,0.0,False
"Bread, blue corn, somiviki (Hopi)",Not specified,3.1,1.53,39.8,12.9,3.6,9.0,0.0,False
"Bread, crumbs, dry, grated, plain",Not specified,13.4,5.3,72.0,6.2,4.5,732.0,0.0,False
"Bread, crumbs, dry, grated, seasoned",Not specified,14.1,5.48,68.5,5.74,4.9,2100.0,1.0,False
"Bread, french or vienna (includes sourdough)",Not specified,10.8,2.42,51.9,4.62,2.2,602.0,0.0,False
PAV BHAJI MASALA,5.0 g,20.0,20.0,40.0,0.0,0.0,2800.0,0.0,False
SPICE MIX FOR SABZI/PAV BHAJI,5.0 g,20.0,13.0,40.0,0.0,20.0,16400.0,0.0,False
AUTHENTIC INDIAN MASHED VEGETABLE CURRY PAV BHAJI,125.0 GRM,2.4,10.4,8.0,3.2,1.6,464.0,20.0,False
"KITCHENS OF INDIA, MASHED VEGETABLE CURRY, PAV BHAJI",125.0 g,1.6,12.0,12.8,2.4,1.6,736.0,24.0,False
MINI ONION BHAJIS,110.0 g,3.64,4.73,21.8,5.45,2.7,818.0,0.0,False
CHANA MATAR CHOLE,130.0 g,4.62,2.69,16.9,3.85,4.6,315.0,0.0,False
"CHOLE MINI NAANPANADAS A MINI EMPANADA FILLED WITH SAUTEED CHICKPEAS & CHEESE, CHOLE",80.0 g,8.75,8.75,33.8,7.5,3.8,375.0,6.0,False
"SHREE GANESH, PUNJABI CHOLE MASALA",100.0 g,11.0,5.0,9.0,0.0,2.0,480.0,0.0,False
SEASONED CHANA MATAR CHOLE CHICK PEAS WITH TRADITIONAL INDIAN STYLE SPICES IN TOMATO SUCE,130.0 g,5.38,2.69,17.7,3.08,3.8,269.0,0.0,False
PALAK PANEER,142.0 g,4.93,23.2,5.63,0.0,1.4,401.0,35.0,False
PALAK PANEER,100.0 g,7.0,11.0,9.0,0.0,2.0,1140.0,17.0,False
"PALAK PANEER, MEDIUM",283.0 GRM,6.01,7.42,13.8,1.06,1.1,244.0,21.0,False
"CREAMED SPINACH & PALAK PANEER CHEESE WITH BASMATI RICE BOWL, PALAK PANEER",269.0 g,6.69,11.9,14.5,1.49,1.1,264.0,26.0,False
"INDIAN PALAK PANEER CREAMED SPINACH & CHEESE WITH RAJMAH DAL, INDIAN PALAK PANEER",283.0 GRM,4.95,4.24,15.9,1.77,2.5,233.0,7.0,False
AUTHENTIC INDIAN SPINACH WITH COTTAGE CHEESE AND SAUCE PALAK PANEER,125.0 GRM,4.0,10.4,6.4,2.4,2.4,504.0,16.0,False
"PALAK SPINACH CHIPS, PALAK",28.0 GRM,7.14,42.9,46.4,0.0,0.0,464.0,0.0,False
PALAK PANIR,311.0 g,4.82,4.5,13.8,1.29,1.6,167.0,14.0,False
PANEER,28.0 g,25.0,25.0,3.57,3.57,0.0,18.0,89.0,False
PANEER,28.0 g,21.4,25.0,3.57,3.57,0.0,18.0,89.0,False
"PANEER TIKKA MASALA, PANEER TIKKA",227.0 GRM,4.41,7.05,16.7,2.2,0.9,154.0,15.0,False
PANEER CHEESE,28.0 GRM,25.0,25.0,0.0,0.0,0.0,36.0,71400.0,False
PANEER MAKHANI,142.0 g,4.93,16.2,9.15,0.7,0.7,444.0,21.0,False
SAAG PANEER,142.0 g,6.34,17.6,7.75,0.0,1.4,401.0,28.0,False
DAL PALAK WITH ZEERA RICE,350.0 g,4.57,2.0,24.3,0.29,2.9,243.0,0.0,False
SPICE MIX FOR AALOO PALAK,7.0 g,14.3,14.3,42.9,0.0,21.4,12900.0,0.0,False
SPICE MIX FOR PALAK GOSHT,7.0 g,14.3,14.3,42.9,0.0,21.4,12900.0,0.0,False
PANEER BUTTER MASALA,10.0 g,10.0,20.0,20.0,10.0,10.0,3400.0,0.0,False
PANEER STREET WRAP,128.0 g,10.2,13.3,19.5,5.47,1.6,672.0,27.0,False
PANEER STREET WRAP,113.0 g,9.73,10.6,14.2,2.65,1.8,319.0,62.0,False
"THE ORIGINAL PANEER, THE ORIGINAL",28.0 GRM,25.0,21.4,3.57,3.57,0.0,71.0,71.0,False
"SAAG PANEER SPINACH AND CHEESE SIMMERED IN A SAVORY SAUCE, SAAG PANEER",225.0 g,5.33,8.44,5.78,1.33,2.2,187.0,16400.0,False
"DEEP, INDIAN GOURMET PANEER",28.0 g,21.4,17.9,3.57,3.57,0.0,107.0,71.0,False
HOME-STYLE CHEESE PANEER,28.0 g,21.4,28.6,3.57,0.0,0.0,107.0,89.0,False
LIGHT & LEAN MATTAR PANEER,227.0 GRM,4.41,2.64,18.5,2.64,2.6,251.0,4.0,False
"BOMBAY DAL PALAK WITH LEMON RICE, MEDIUM",227.0 g,3.08,2.2,17.6,0.88,1.3,216.0,0.0,False
"INDIAN MATTAR PANEER CURRIED PEAS & CHEESE WITH CHANA MASALA, INDIAN MATTAR PANEER",283.0 GRM,4.59,4.59,17.3,2.83,1.8,261.0,7.0,False
"INDIAN PANEER TIKKA TOMATO MASALA WITH CHEESE, VEGETABLES & RICE, INDIAN PANEER TIKKA",269.0 g,4.09,7.43,15.2,2.6,1.5,182.0,11.0,False
"MILD SPICE SPINACH PANEER, MILD",283.0 g,3.53,6.36,12.4,1.41,1.1,230.0,5.0,False
PANEER MAKHANI WITH CUMIN BASMATI RICE,225.0 g,4.0,12.0,19.6,1.78,1.3,396.0,11.0,False
"JYOTI NATURAL FOODS, MATAR-PANEER",114.0 g,3.51,9.65,7.89,2.63,1.8,447.0,13.0,False
"SPICY HABANERO PANEER, SPICY HABANERO",28.0 GRM,25.0,21.4,3.57,3.57,0.0,71.0,71.0,False
"TIKKA MASALA CHICKEN, VEGETABLES & PANEER",2.8399999141693115 g,106.0,123.0,1.3,423.0,211.0,5630.0,0.0,False
"TURMERIC TWIST PANEER, TURMERIC TWIST",28.0 GRM,25.0,21.4,3.57,3.57,0.0,71.0,71.0,False
"INDIAN PANEER TIKKA TOMATOES, CAULIFLOWER & BASMATI RICE WITH ALOO GOBI, INDIAN PANEER TIKKA",255.0 g,4.31,5.49,14.5,2.35,1.2,184.0,12.0,False
"SPINACH PANEER INDIAN BREAD, SPINACH, CHEESE, SAVORY SPICES NAAN PIZZA, SPINACH PANEER",120.0 g,10.0,10.0,38.3,1.67,3.3,408.0,8.0,False
"INDIAN MATTAR PANEER LIGHT IN SODIUM CURRIED PEAS & CHEESE WITH CHANA MASALA, INDIAN MATTAR PANEER",283.0 g,4.59,0.0,17.0,2.47,1.8,131.0,7.0,False
"SAFFRON ROAD, CRISPY SAMOSAS WITH SAAG PANEER",78.0 g,5.13,8.97,26.9,3.85,2.6,321.0,6.0,False
"SHAHI PANEER WITH BASMATI RICE, BASMATI RICE",350.0 GRM,6.86,8.0,14.9,0.0,1.1,146.0,20.0,False
Spring Blue Paneer Cottage Cheese 250g,25.0 g,16.4,24.4,5.6,4.8,0.0,50.0,0.0,False
"DEEP INDIAN KITCHEN SPINACH PANEER, 10 OZ",283.0 GRM,6.01,7.42,13.4,0.35,1.8,269.0,9.0,False
"SHAHI PANEER, MILD TOMATO GRAVY WITH COTTAGE CHEESE",150.0 g,5.33,8.0,12.0,1.33,1.3,508.0,0.0,False
"RED LENTIL & SPINACH PALAK DAL SOUP, RED LENTIL & SPINACH",245.0 g,3.27,3.27,9.39,1.63,2.0,212.0,0.0,False
"WHOLE PLANET, CAFE SPICE, SAAG PANEER WITH SAFFRON RICE",227.0 g,2.2,1.76,13.2,0.44,1.3,233.0,0.0,False
"SPINACH AND PANEER CHEESE WITH MILD SPICES OVER A BED OF BASMATI RICE, MEDIUM",283.0 g,4.24,5.65,14.8,1.41,1.1,155.0,12.0,False
"INDIAN JAIPUR VEGETABLES & PANEER CHEESE SIMMERED WITH SPICES & CASHEWS, INDIAN JAIPUR VEGETABLES",140.0 GRM,3.57,7.14,8.57,2.14,1.4,350.0,7.0,False
"MILD INDIAN KASHMIR SPINACH SAUTEED SPINACH SIMMERED WITH PANEER CHEESE, INDIAN KASHMIR SPINACH",140.0 GRM,4.29,5.0,4.29,1.43,2.1,329.0,11.0,False
"MEDIUM SPICE PANEER TIKKA MASALA CHEESE CREAMY SAUCE CUMIN BASMATI RICE, MEDIUM SPICE",255.0 g,6.27,7.45,16.1,1.96,1.2,227.0,12.0,False
"CHICKEN KABAB BIRYANI, CHICKEN KABAB",142.0 GRM,7.04,7.04,17.6,1.41,0.7,215.0,18.0,False
"INDIAN STYLE CHEESE & SPINACH CURRY, INDIAN STYLE CHEESE & SPINACH",330.0 g,5.15,8.48,6.36,1.52,1.8,179.0,2.0,False
"TACO BELL, Taco Salad",Not specified,6.69,9.17,15.1,0.0,3.0,363.0,19.0,False
"TACO BELL, Soft Taco with steak",Not specified,11.8,12.1,17.2,0.0,1.6,551.0,31.0,False
"TACO BELL, Original Taco with beef, cheese and lettuce",Not specified,8.86,12.7,19.8,0.9,3.9,397.0,28.0,False
"TACO BELL, Soft Taco with beef, cheese and lettuce",Not specified,9.25,9.75,20.2,1.57,2.9,560.0,25.0,False
"TACO BELL, Soft Taco with chicken, cheese and lettuce",Not specified,13.3,6.35,19.7,1.3,1.2,613.0,29.0,False
"TACO BELL, Nachos",Not specified,4.32,21.5,34.9,2.17,3.2,313.0,3.0,False
"Taco shells, baked",Not specified,6.41,21.8,63.5,1.5,6.7,324.0,0.0,False
"TACO BELL, Bean Burrito",Not specified,7.35,6.05,31.2,1.73,4.2,563.0,5.0,False
"TACO BELL, Nachos Supreme",Not specified,6.21,12.5,21.4,1.63,3.7,348.0,14.0,False
"Seasoning mix, dry, taco, original",Not specified,4.5,0.0,58.0,10.8,13.3,7200.0,0.0,False
"Snacks, tortilla chips, taco-flavor",Not specified,7.9,24.2,63.1,0.0,5.3,787.0,0.0,False
"TACO BELL, BURRITO SUPREME with beef",Not specified,7.03,6.8,23.4,2.1,3.7,451.0,12.0,False
"TACO BELL, BURRITO SUPREME with chicken",Not specified,9.84,6.42,20.5,0.0,2.4,564.0,21.0,False
"TACO BELL, BURRITO SUPREME with steak",Not specified,9.13,7.27,20.3,0.0,2.4,534.0,21.0,False
"Taco shells, baked, without added salt",Not specified,7.2,22.6,62.4,0.0,7.5,15.0,0.0,False
"Fast foods, taco with beef, cheese and lettuce, soft",Not specified,9.25,9.75,20.2,1.57,2.9,560.0,25.0,False
"Fast foods, taco with chicken, lettuce and cheese, soft",Not specified,13.3,6.35,19.7,1.3,1.2,613.0,29.0,False
"ON THE BORDER, soft taco with ground beef, cheese and lettuce",Not specified,13.2,11.0,19.3,1.84,1.8,646.0,30.0,False
"Fast foods, taco with beef, cheese and lettuce, hard shell",Not specified,8.86,12.7,19.8,0.9,3.9,397.0,28.0,False
"Restaurant, Mexican, soft taco with ground beef, cheese and lettuce",Not specified,12.6,10.8,17.9,2.39,1.5,509.0,34.0,False
"Mission Foods, Mission Flour Tortillas, Soft Taco, 8 inch",Not specified,8.7,6.0,49.6,0.0,0.0,898.0,0.0,False
"TACO DIP, TACO",30.0 GRM,3.33,11.7,6.67,3.33,0.0,733.0,50.0,False
"TACO DIP, TACO",37.0 GRM,5.41,9.46,10.8,2.7,2.7,486.0,27.0,False
"TACO DIP, TACO",30.0 g,3.33,43.3,6.67,3.33,0.0,633.0,67.0,False
"TACO PASTA, TACO",51.0 GM,11.8,2.94,70.6,5.88,5.9,667.0,118.0,False
"TACO SAUCE, TACO",15.0 ml,0.0,0.0,13.3,6.67,0.0,867.0,0.0,False
"TACO SAUCE, TACO",32.0 g,3.12,0.0,6.25,3.12,3.1,688.0,0.0,False
"TACO SAUCE, TACO",12.0 MG,0.0,0.0,8.33,0.0,0.0,667.0,0.0,False
"TACO SAUCE, TACO",16.0 g,0.0,0.0,6.25,6.25,0.0,1060.0,0.0,False
"TACO SEASONING, TACO",1.0 GRM,0.0,0.0,0.0,0.0,0.0,37000.0,0.0,False
"TACO SEASONING, TACO",0.699999988079071 GRM,0.0,0.0,0.0,0.0,0.0,5710.0,0.0,False
"TACO SEASONING, TACO",0.699999988079071 GRM,0.0,0.0,0.0,0.0,0.0,5710.0,0.0,False
"TACO SEASONING, TACO",6.0 g,0.0,0.0,66.7,33.3,16.7,4170.0,0.0,False
"TACO SEASONING, TACO",6.0 GRM,16.7,0.0,50.0,16.7,16.7,6330.0,0.0,False
"TACO SEASONING, TACO",0.699999988079071 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
"TACO SEASONING, TACO",6.0 g,0.0,0.0,50.0,16.7,0.0,6500.0,0.0,False
"TACO SEASONING, TACO",6.0 g,0.0,0.0,66.7,0.0,0.0,6170.0,0.0,False
"TACO SEASONING, TACO",7.0 g,0.0,0.0,57.1,14.3,14.3,7140.0,0.0,False
"TACO SEASONING, TACO",8.0 GRM,12.5,6.25,62.5,12.5,12.5,62.0,0.0,False
"TACO SEASONING, TACO",1.0 g,0.0,0.0,0.0,0.0,0.0,13000.0,0.0,False
"TACO SEASONING, TACO",1.100000023841858 g,0.0,0.0,90.9,0.0,0.0,10000.0,0.0,False
"TACO SEASONING, TACO",1.2999999523162842 g,0.0,0.0,76.9,0.0,0.0,7310.0,0.0,False
"TACO SEASONING, TACO",6.0 g,0.0,0.0,66.7,0.0,0.0,6170.0,0.0,False
"TACO SEASONING, TACO",6.0 g,0.0,0.0,66.7,0.0,0.0,7330.0,0.0,False
"TACO SEASONING, TACO",6.0 g,16.7,0.0,66.7,0.0,0.0,6330.0,0.0,False
"TACO SEASONING, TACO",0.699999988079071 g,0.0,0.0,0.0,0.0,0.0,5710.0,0.0,False
"TACO SEASONING, TACO",6.0 GRM,0.0,0.0,66.7,0.0,0.0,4330.0,0.0,False
"TACO SEASONING, TACO ",4.5 g,0.0,0.0,66.7,44.4,0.0,9110.0,0.0,False
"TACO TORTILLAS, TACO",57.0 g,7.02,14.0,49.1,3.51,1.8,544.0,0.0,False
TACOS FOR TWO TACO KIT,48.0 GRM,4.17,12.5,43.8,2.08,4.2,1440.0,0.0,False
PIZZA,132.0 g,6.82,9.09,23.5,2.27,0.8,402.0,30.0,False
PIZZA,141.0 GRM,10.6,9.22,19.2,3.55,2.8,461.0,28.0,False
PIZZA,147.0 g,6.8,8.84,32.0,2.04,1.4,401.0,3.0,False
PIZZA,140.0 g,10.7,10.0,27.9,2.86,1.4,407.0,21.0,False
PIZZA,124.0 g,8.87,8.87,28.2,2.42,1.6,565.0,16.0,False
PIZZA,28.0 g,21.4,28.6,0.0,0.0,0.0,1640.0,89.0,False
PIZZA,226.0 g,10.2,11.5,30.5,5.31,1.8,416.0,18.0,False
PIZZA,47.0 g,6.38,1.06,63.8,0.0,2.1,0.0,0.0,False
PIZZA,125.0 g,11.2,8.0,24.8,1.6,1.6,328.0,20.0,False
PIZZA,142.0 g,7.75,7.75,30.3,3.52,2.1,535.0,14.0,False
PIZZA,76.0 g,9.21,7.89,30.3,3.95,1.3,474.0,20.0,False
PIZZA,132.0 g,9.85,9.85,29.6,3.03,1.5,591.0,23.0,False
PIZZA,138.0 g,10.1,11.6,18.8,2.17,1.4,500.0,33.0,False
PIZZA,70.0 g,10.0,12.9,20.0,2.86,1.4,357.0,21.0,False
"PIZZA HUT 12"" Cheese Pizza, Pan Crust",Not specified,11.7,12.6,29.9,3.21,1.7,624.0,21.0,False
"PIZZA HUT 12"" Pepperoni Pizza, Pan Crust",Not specified,12.0,14.2,30.5,3.2,1.8,692.0,25.0,False
"PIZZA HUT 14"" Cheese Pizza, Pan Crust",Not specified,10.8,11.2,32.8,2.47,2.1,580.0,18.0,False
"PIZZA HUT 14"" Cheese Pizza, Stuffed Crust",Not specified,12.2,11.6,30.0,2.9,1.7,615.0,30.0,False
"PIZZA HUT 14"" Pepperoni Pizza, Pan Crust",Not specified,11.5,13.1,31.8,1.95,2.0,676.0,23.0,False
"PIZZA HUT 14"" Sausage Pizza, Pan Crust",Not specified,11.1,13.8,29.6,1.82,2.0,596.0,23.0,False
"PIZZA HUT 12"" Cheese Pizza, Hand-Tossed Crust",Not specified,11.9,10.9,31.2,3.37,1.8,685.0,24.0,False
"PIZZA HUT 12"" Pepperoni Pizza, Hand-Tossed Crust",Not specified,12.9,11.4,31.6,3.67,1.7,801.0,26.0,False
"PIZZA HUT 14"" Cheese Pizza, Hand-Tossed Crust",Not specified,12.0,10.4,33.4,3.13,2.4,674.0,18.0,False
"PIZZA HUT 14"" Pepperoni Pizza, Hand-Tossed Crust",Not specified,12.2,12.6,32.1,2.82,2.6,759.0,26.0,False
"PIZZA HUT 14"" Sausage Pizza, Hand-Tossed Crust",Not specified,11.9,13.5,29.4,2.72,2.3,671.0,26.0,False
"School Lunch, pizza, TONY'S Breakfast Pizza Sausage, frozen",Not specified,10.4,10.0,27.0,5.87,2.0,600.0,20.0,False
"PIZZA HUT 12"" Cheese Pizza, THIN 'N CRISPY Crust",Not specified,15.3,14.1,28.6,2.67,1.6,784.0,34.0,False
"PIZZA HUT 12"" Super Supreme Pizza, Hand-Tossed Crust",Not specified,10.9,10.7,25.6,3.71,2.0,689.0,20.0,False
"PIZZA HUT 14"" Cheese Pizza, THIN 'N CRISPY Crust",Not specified,13.4,12.8,34.2,3.13,2.4,857.0,30.0,False
"PIZZA HUT 14"" Pepperoni Pizza, THIN 'N CRISPY Crust",Not specified,14.1,16.2,32.7,2.79,2.1,967.0,37.0,False
"PIZZA HUT 14"" Sausage Pizza, THIN 'N CRISPY Crust",Not specified,14.0,16.9,28.7,2.62,2.4,839.0,37.0,False
"PIZZA HUT 14"" Super Supreme Pizza, Hand-Tossed Crust",Not specified,11.3,11.0,26.0,3.04,2.3,658.0,28.0,False
"Pizza rolls, frozen, unprepared",Not specified,8.73,9.98,50.7,3.74,1.2,599.0,6.0,False
"Fast Food, Pizza Chain, 14"" pizza, cheese topping, regular crust",Not specified,11.4,9.69,33.3,3.58,2.3,598.0,17.0,False
"Fast Food, Pizza Chain, 14"" pizza, cheese topping, stuffed crust",Not specified,12.2,11.6,30.0,2.9,1.7,615.0,30.0,False
"Fast Food, Pizza Chain, 14"" pizza, cheese topping, thick crust",Not specified,10.8,10.5,33.2,3.34,2.2,597.0,17.0,False
"Fast Food, Pizza Chain, 14"" pizza, cheese topping, thin crust",Not specified,12.8,14.0,31.2,3.61,2.5,742.0,28.0,False
"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, regular crust",Not specified,11.7,11.9,32.0,3.26,2.3,685.0,25.0,False
"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, thick crust",Not specified,11.5,12.6,31.8,2.93,2.2,684.0,24.0,False
"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, thin crust",Not specified,14.0,17.6,29.0,3.22,2.3,875.0,37.0,False
"Fast Food, Pizza Chain, 14"" pizza, sausage topping, regular crust",Not specified,11.5,12.4,30.6,3.32,2.3,633.0,23.0,False
"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thick crust",Not specified,11.1,12.9,30.4,2.82,2.3,637.0,23.0,False
"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thin crust",Not specified,13.4,17.7,27.0,3.02,2.5,782.0,36.0,False
"Fast Food, Pizza Chain, 14"" pizza, meat and vegetable topping, regular crust",Not specified,11.0,10.9,25.4,3.73,2.2,589.0,27.0,False
"PIZZA HUT, breadstick, parmesan garlic",Not specified,12.2,12.9,44.5,1.11,2.4,539.0,7.0,False
"Sauce, pizza, canned, ready-to-serve",Not specified,2.18,1.15,8.66,3.78,2.0,348.0,0.0,False
"School Lunch, pizza, TONY'S SMARTPIZZA Whole Grain 4x6 Cheese Pizza 50/50 Cheese, frozen",Not specified,12.1,7.51,29.3,6.76,3.8,400.0,12.0,False
"School Lunch, pizza, TONY'S SMARTPIZZA Whole Grain 4x6 Pepperoni Pizza 50/50 Cheese, frozen",Not specified,12.1,8.19,28.8,7.24,4.1,470.0,12.0,False
"School Lunch, pizza, BIG DADDY'S LS 16"" 51% Whole Grain Rolled Edge Cheese Pizza, frozen",Not specified,13.9,8.81,27.1,4.77,2.7,400.0,18.0,False
"DOMINO'S 14"" Cheese Pizza, Crunchy Thin Crust",Not specified,12.3,15.1,28.2,4.09,2.5,628.0,27.0,False
LASAGNA,217.0 GRM,5.53,4.15,10.1,1.84,0.9,203.0,18.0,False
LASAGNA,227.0 GRM,5.29,3.96,10.1,2.2,0.9,203.0,20.0,False
LASAGNA,56.0 g,12.5,1.79,73.2,3.57,3.6,0.0,0.0,False
LASAGNA,340.0 g,8.24,7.94,17.1,1.76,1.5,306.0,32.0,False
LASAGNA,170.0 g,8.24,7.06,11.2,1.76,1.2,365.0,18.0,False
LASAGNA,396.0 g,5.56,4.8,5.81,1.77,0.8,215.0,16.0,False
LASAGNA,56.0 g,12.5,1.79,73.2,3.57,3.6,0.0,0.0,False
LASAGNA,42.0 g,11.9,2.38,57.1,0.0,2.4,24.0,71.0,False
LASAGNA,284.0 g,8.1,6.34,11.6,1.76,1.1,352.0,16.0,False
"Lasagna, cheese, frozen, prepared",Not specified,6.54,5.33,13.8,4.23,1.7,284.0,13.0,False
"Lasagna, cheese, frozen, unprepared",Not specified,5.06,4.22,21.6,3.8,1.7,312.0,11.0,False
"Lasagna, Vegetable, frozen, baked",Not specified,6.87,6.04,14.2,2.54,1.9,445.0,14.0,False
"OLIVE GARDEN, lasagna classico",Not specified,11.3,10.8,10.3,3.53,1.6,450.0,40.0,False
"Restaurant, Italian, lasagna with meat",Not specified,10.8,10.7,11.4,3.15,1.5,466.0,36.0,False
"Babyfood, dinner, beef lasagna, toddler",Not specified,4.2,2.1,10.0,0.0,0.0,41.0,0.0,False
"Lasagna with meat & sauce, frozen entree",Not specified,6.63,4.42,14.4,2.96,1.4,347.0,14.0,False
"Lasagna with meat sauce, frozen, prepared",Not specified,7.28,4.92,15.4,3.11,1.7,373.0,17.0,False
"Pasta mix, Italian lasagna, unprepared",Not specified,10.9,1.97,73.8,11.3,2.8,1850.0,1.0,False
"Lasagna with meat & sauce, low-fat, frozen entree",Not specified,6.81,2.23,13.5,0.0,1.3,181.0,7.0,False
"Pasta mix, Italian four cheese lasagna, unprepared",Not specified,12.5,2.7,70.3,6.7,2.6,2090.0,1.0,False
