Item Name,Serving Size,Calories (kcal),Protein (g),Total Fat (g),Carbohydrates (g),Sugar (g),Fiber (g),Sodium (mg),Cholesterol (mg),Pakistani,Meal Type
"Chicken, canned, no broth",Not specified,772.0,25.3,8.1,0.9,0.0,0.0,482.0,50.0,False,Snack
"Chicken, feet, boiled",Not specified,215.0,19.4,14.6,0.2,0.0,0.0,67.0,84.0,False,Unspecified
"Chicken, ground, raw",Not specified,598.0,17.4,8.1,0.04,0.0,0.0,60.0,86.0,False,Unspecified
"DENNY'S, chicken strips",Not specified,1240.0,19.2,14.5,22.0,0.29,1.1,798.0,44.0,False,Unspecified
"Gravy, CAMPBELL'S, chicken",Not specified,215.0,0.79,2.73,5.87,0.94,0.0,424.0,6.0,False,Unspecified
"Gravy, chicken, dry",Not specified,381.0,11.3,9.73,62.1,0.0,0.0,4150.0,19.0,False,Unspecified
"KFC, Popcorn Chicken",Not specified,351.0,17.7,21.7,21.2,0.0,1.0,1140.0,40.0,False,Snack
"McDONALD'S, Chicken McNUGGETS",Not specified,302.0,15.8,19.8,15.1,0.08,0.0,566.0,44.0,False,Unspecified
"WENDY'S, Chicken Nuggets",Not specified,1360.0,16.5,22.6,14.3,0.08,0.0,708.0,50.0,False,Unspecified
"APPLEBEE'S, chicken tenders platter",Not specified,1240.0,19.6,16.2,18.0,0.36,1.0,740.0,52.0,False,Unhealthy
"Babyfood, dinner, chicken and rice",Not specified,51.0,1.6,0.9,9.2,0.55,1.1,25.0,10.0,False,Lunch
"Babyfood, meat, chicken, junior",Not specified,612.0,14.0,9.6,0.0,0.0,0.0,49.0,59.0,False,Unspecified
"Babyfood, meat, chicken, strained",Not specified,545.0,13.7,7.9,0.1,0.0,0.0,49.0,61.0,False,Unspecified
"Bologna, chicken, pork, beef",Not specified,1140.0,11.3,22.7,5.61,0.0,0.0,1120.0,83.0,False,Unspecified
"Bologna, chicken, turkey, pork",Not specified,298.0,9.88,26.2,5.65,0.0,0.0,922.0,80.0,False,Unspecified
"BURGER KING, Chicken Strips",Not specified,292.0,18.2,15.2,20.5,0.0,1.3,859.0,44.0,False,Lunch
"CHICK-FIL-A, chicken sandwich",Not specified,1040.0,16.3,11.2,20.9,3.64,1.4,753.0,35.0,False,Lunch
"Chicken patty, frozen, cooked",Not specified,1200.0,14.8,19.6,12.8,0.0,0.3,532.0,43.0,False,Unspecified
"Chicken patty, frozen, uncooked",Not specified,292.0,14.3,20.0,13.6,0.0,1.2,518.0,45.0,False,Unspecified
"Chicken, capons, giblets, raw",Not specified,130.0,18.3,5.18,1.42,0.0,0.0,77.0,292.0,False,Unspecified
"Chicken, ground, with additives, raw",Not specified,0.0,17.9,7.16,0.0,0.0,0.0,63.0,81.7,False,Unspecified
"Chicken, meatless, breaded, fried",Not specified,234.0,21.3,12.8,8.51,0.0,4.3,400.0,0.0,False,Breakfast
"Chicken, roasting, giblets, raw",Not specified,127.0,18.1,5.04,1.14,0.0,0.0,77.0,236.0,False,Dinner
"Chicken, stewing, giblets, raw",Not specified,168.0,17.9,9.21,2.13,0.0,0.0,77.0,240.0,False,Lunch
"Fast foods, quesadilla, with chicken",Not specified,1230.0,15.0,15.2,24.0,1.88,1.7,745.0,37.0,False,Unspecified
"KFC, Crispy Chicken Strips",Not specified,1150.0,20.2,15.4,13.7,0.0,1.4,948.0,51.0,False,Unspecified
"Pate, chicken liver, canned",Not specified,201.0,13.4,13.1,6.55,0.0,0.0,386.0,391.0,False,Snack
"Restaurant, Chinese, chicken and vegetables",Not specified,95.0,8.18,4.56,5.38,2.93,0.9,413.0,21.0,False,Lunch
"Restaurant, Chinese, lemon chicken",Not specified,1050.0,11.9,13.6,20.6,8.18,1.0,252.0,32.0,False,Unspecified
"Restaurant, Chinese, orange chicken",Not specified,1100.0,14.5,12.7,22.5,13.6,0.8,553.0,61.0,False,Unspecified
"Restaurant, Chinese, sesame chicken",Not specified,293.0,14.3,14.2,26.9,16.0,0.7,482.0,59.0,False,Unspecified
"T.G.I. FRIDAY'S, chicken fingers",Not specified,325.0,18.7,20.3,16.8,0.23,0.8,787.0,46.0,False,Unspecified
"Soup, HEALTHY CHOICE Chicken and Rice Soup, canned",Not specified,37.0,2.53,0.55,5.71,0.37,0.8,181.0,7.0,False,Lunch
"Soup, HEALTHY CHOICE Chicken Noodle Soup, canned",Not specified,173.0,3.69,0.63,5.2,0.57,0.8,195.0,5.0,False,Lunch
"Soup, HEALTHY CHOICE Garden Vegetable Soup, canned",Not specified,212.0,2.13,0.21,10.0,2.13,1.9,195.0,1.0,False,Lunch
MILLED EGUSI,100.0 g,560.0,28.0,49.0,14.0,0.0,0.0,0.0,0.0,False,Unspecified
"CAMPBELL'S, Tomato Soup, condensed",Not specified,71.0,1.46,0.44,15.2,8.23,1.1,377.0,0.0,False,Lunch
"Restaurant, Latino, tripe soup",Not specified,74.0,8.61,2.58,4.07,0.0,0.0,411.0,59.0,False,Lunch
"SMART SOUP, French Lentil",Not specified,222.0,2.9,1.06,9.5,2.6,2.9,131.0,0.0,False,Lunch
"SMART SOUP, Greek Minestrone",Not specified,40.0,1.7,0.53,8.4,2.7,2.7,138.0,0.0,False,Lunch
"Soup, cheese, canned, condensed",Not specified,82.0,0.8,3.92,11.3,3.73,2.2,692.0,3.0,False,Breakfast
"Soup, minestrone, canned, condensed",Not specified,285.0,3.48,2.05,9.17,1.5,0.8,516.0,1.0,False,Lunch
"Soup, onion, canned, condensed",Not specified,192.0,3.06,1.42,6.68,2.72,0.7,516.0,0.0,False,Lunch
"Soup, onion, dry, mix",Not specified,1230.0,7.48,0.34,65.1,4.65,6.6,8030.0,0.0,False,Lunch
"Soup, SWANSON, vegetable broth",Not specified,24.0,0.23,0.07,1.02,0.57,0.0,303.0,0.0,False,Lunch
"Soup, tomato, canned, condensed",Not specified,275.0,1.46,0.44,15.2,8.23,1.1,377.0,0.0,False,Lunch
"Soup, wonton, Chinese restaurant",Not specified,32.0,2.08,0.26,5.25,0.34,0.2,406.0,4.0,False,Lunch
"Soup, vegetable soup, condensed, low sodium, prepared with equal volume water",Not specified,33.0,1.1,0.45,6.06,2.15,1.1,194.0,0.0,False,Lunch
"Babyfood, dinner, chicken soup, strained",Not specified,50.0,1.6,1.7,7.2,1.72,1.1,16.0,4.0,False,Lunch
"CAMPBELL'S, Chicken Noodle Soup, condensed",Not specified,197.0,2.37,1.53,5.97,0.0,0.0,683.0,8.0,False,Lunch
"CAMPBELL'S, Cream of Mushroom Soup, condensed",Not specified,81.0,1.29,5.5,6.59,0.4,0.6,697.0,0.0,False,Lunch
"Potato soup, instant, dry mix",Not specified,343.0,9.2,3.1,76.1,10.0,7.6,2400.0,12.0,False,Lunch
"Restaurant, Latino, black bean soup",Not specified,430.0,5.1,2.57,14.8,0.89,4.9,311.0,1.0,False,Lunch
"SMART SOUP, Indian Bean Masala",Not specified,238.0,3.3,0.88,10.5,2.3,2.6,92.0,0.0,False,Lunch
"SMART SOUP, Moroccan Chick Pea",Not specified,51.0,2.0,1.06,9.7,4.2,3.1,148.0,0.0,False,Lunch
"SMART SOUP, Thai Coconut Curry",Not specified,151.0,0.8,1.06,6.5,3.7,1.0,141.0,0.0,False,Lunch
"SMART SOUP, Vietnamese Carrot Lemongrass",Not specified,44.0,1.3,1.06,8.2,4.4,1.5,145.0,0.0,False,Lunch
"Soup, bean with frankfurters, canned, condensed",Not specified,594.0,7.6,5.31,16.8,0.0,4.6,831.0,9.0,False,Lunch
"Soup, bean with pork, canned, condensed",Not specified,540.0,5.88,4.42,17.0,3.0,5.9,672.0,2.0,False,Lunch
"Soup, beef barley, ready to serve",Not specified,216.0,2.81,0.96,7.94,1.22,0.9,297.0,4.0,False,Lunch
"Soup, beef broth, cubed, dry",Not specified,711.0,17.3,4.0,16.1,14.5,0.0,24000.0,4.0,False,Lunch
"Soup, beef mushroom, canned, condensed",Not specified,255.0,4.6,2.4,5.2,0.0,0.2,709.0,5.0,False,Lunch
"Soup, beef noodle, canned, condensed",Not specified,280.0,3.85,2.46,7.16,2.06,0.6,653.0,4.0,False,Lunch
"Soup, black bean, canned, condensed",Not specified,382.0,4.83,1.32,15.4,2.49,6.8,970.0,0.0,False,Lunch
"Soup, chicken broth cubes, dry",Not specified,828.0,14.6,4.7,23.5,0.0,0.0,24000.0,13.0,False,Lunch
"Soup, chicken broth or bouillon, dry",Not specified,1120.0,16.7,13.9,18.0,17.4,0.0,23900.0,13.0,False,Lunch
"Soup, chicken broth, canned, condensed",Not specified,130.0,4.42,1.04,0.75,0.35,0.0,621.0,1.0,False,Lunch
"Soup, chicken broth, ready-to-serve",Not specified,6.0,0.64,0.21,0.44,0.43,0.0,371.0,2.0,False,Lunch
"Soup, chicken gumbo, canned, condensed",Not specified,188.0,2.1,1.14,6.67,1.93,1.6,693.0,3.0,False,Lunch
"Soup, chicken mushroom, canned, condensed",Not specified,100.0,1.61,4.84,12.0,0.79,3.2,669.0,8.0,False,Lunch
"Soup, chicken noodle, canned, condensed",Not specified,48.0,2.37,1.55,6.07,0.0,0.9,681.0,8.0,False,Lunch
"Soup, chicken noodle, dry, mix",Not specified,377.0,15.4,6.51,62.3,1.9,3.2,3160.0,74.0,False,Lunch
"Soup, chicken vegetable, canned, condensed",Not specified,255.0,2.94,2.32,7.01,1.26,0.7,706.0,7.0,False,Lunch
"Soup, chicken with rice, canned, condensed",Not specified,285.0,1.84,1.56,11.6,0.23,0.9,645.0,4.0,False,Lunch
"Soup, chili beef, canned, condensed",Not specified,489.0,5.09,2.53,18.9,5.09,2.5,788.0,10.0,False,Lunch
"Soup, cream of asparagus, canned, condensed",Not specified,289.0,1.82,3.26,8.52,0.72,0.4,669.0,4.0,False,Lunch
"Soup, cream of celery, canned, condensed",Not specified,301.0,1.32,4.46,7.03,1.35,0.6,516.0,11.0,False,Lunch
"Soup, cream of chicken, canned, condensed",Not specified,377.0,2.38,5.77,7.16,0.54,0.0,702.0,8.0,False,Lunch
"Soup, cream of mushroom, canned, condensed",Not specified,79.0,1.35,5.3,6.8,0.4,0.7,691.0,0.0,False,Lunch
"Soup, cream of onion, canned, condensed",Not specified,368.0,2.2,4.2,10.4,3.64,0.4,637.0,12.0,False,Lunch
"Soup, cream of potato, canned, condensed",Not specified,74.0,1.51,1.88,12.8,1.44,1.3,604.0,1.0,False,Lunch
"Soup, cream of shrimp, canned, condensed",Not specified,301.0,2.22,4.14,6.53,0.0,0.2,685.0,13.0,False,Lunch
"SUYA SPICE FONIO PILAF, SUYA SPICE",45.0 g,356.0,8.89,2.22,75.6,2.22,4.4,578.0,0.0,False,Unspecified
"GRILLED STEAK SUYA (NO PEANUTS) AUTHENTIC AFRICAN SPICES, GRILLED STEAK SUYA (NO PEANUTS)",5.0 g,300.0,0.0,0.0,0.0,20.0,0.0,18800.0,0.0,False,Dinner
"GRILLED STEAK SUYA WITH ROASTED PEANUTS AUTHENTIC AFRICAN SPICES, GRILLED STEAK SUYA WITH ROASTED PEANUTS",5.0 g,1200.0,60.0,60.0,40.0,0.0,20.0,8200.0,0.0,False,Dinner
SPICY BILTONG BEEF,57.0 g,316.0,54.4,8.77,1.75,0.0,0.0,1230.0,140.0,False,Unspecified
"SPICY BILTONG, SPICY",57.0 GRM,316.0,54.4,8.77,1.75,0.0,0.0,1390.0,140.0,False,Unspecified
"TRADITIONAL BILTONG, TRADITIONAL",57.0 GRM,316.0,54.4,8.77,1.75,0.0,0.0,1390.0,140.0,False,Unspecified
"ORIGINAL BEEF BILTONG, ORIGINAL",28.0 GRM,321.0,57.1,7.14,0.0,0.0,0.0,1540.0,107.0,False,Unspecified
"BEEF BILTONG SLICED SNACKS, BEEF",28.0 g,286.0,57.1,2.32,3.57,3.57,0.0,1610.0,143.0,False,Unspecified
"GOURMET BEEF BILTONG PROTEIN SNACKS, TERIYAKI",28.0 g,286.0,57.1,2.32,3.57,0.0,0.0,1610.0,143.0,False,Unspecified
"HICKORY SEASONED BEEF BILTONG, HICKORY SEASONED",28.0 GRM,321.0,57.1,7.14,0.0,0.0,0.0,1540.0,107.0,False,Unspecified
"ORIGINAL BILTONG AIR DRIED BEEF, ORIGINAL",48.0 g,292.0,54.2,4.17,2.08,0.0,0.0,833.0,146.0,False,Unspecified
"TERIYAKI BEEF BILTONG PROTEIN SNACKS, TERIYAKI",28.0 g,321.0,57.1,7.14,0.0,0.0,0.0,1520.0,107.0,False,Unspecified
TRADITIONAL BILTONG BEEF AIR-DRIED SLICES,57.0 g,316.0,54.4,8.77,1.75,0.0,0.0,1230.0,140.0,False,Unspecified
"SPICY CHILI BILTONG AIR DRIED BEEF, SPICY CHILI",48.0 g,292.0,54.2,4.17,2.08,0.0,0.0,833.0,146.0,False,Unspecified
"SPICY PERI PERI BILTONG STICKS, SPICY PERI PERI",28.0 g,446.0,50.0,28.6,0.0,0.0,0.0,1250.0,161.0,False,Unspecified
"ZESTY GARLIC BEEF BILTONG PROTEIN SNACKS, ZESTY GARLIC",28.0 g,286.0,57.1,2.32,3.57,3.57,0.0,1610.0,143.0,False,Unspecified
"SALT, PEPPER & CORIANDER THE CAPE TOWN CLASSIC BILTONG AIR DRIED & THIN CUT BEEF",28.0 g,286.0,57.1,7.14,1.79,0.0,0.0,821.0,143.0,False,Breakfast
"GARLIC & PARSLEY ARTISAN GRASS-FED BEEF PROTEIN SNACK, GARLIC & PARSLEY",28.0 g,286.0,53.6,8.93,3.57,0.0,0.0,714.0,143.0,False,Unspecified
"GARLIC AIR DRIED, THINLY SLICED BEEF, GARLIC",56.0 g,286.0,57.1,7.14,1.79,0.0,0.0,821.0,143.0,False,Unspecified
"LEMON PEPPER GRASS FED AIR DRIED BEEF, LEMON PEPPER",28.0 g,321.0,50.0,8.93,7.14,0.0,0.0,1860.0,107.0,False,Unspecified
"LIME CHILI AIR DRIED, THINLY SLICED BEEF, LIME CHILI",28.0 g,286.0,57.1,7.14,3.57,0.0,0.0,839.0,143.0,False,Unspecified
"ORIGINAL AIR DRIED, THINLY SLICED BEEF, ORIGINAL",56.0 GRM,286.0,57.1,7.14,1.79,0.0,0.0,821.0,143.0,False,Unspecified
"ORIGINAL AIR DRIED, THINLY SLICED BEEF, ORIGINAL",28.0 g,286.0,57.1,7.14,0.0,0.0,0.0,839.0,143.0,False,Unspecified
"PERI PERI CHILI GRASS FED AIR DRIED BEEF, PERI PERI CHILI",28.0 g,321.0,50.0,10.7,7.14,0.0,0.0,1540.0,107.0,False,Unspecified
"ROSEMARY TRUFFLE AIR DRIED, THINLY SLICED BEEF, ROSEMARY TRUFFLE",56.0 g,286.0,57.1,7.14,1.79,0.0,0.0,1390.0,143.0,False,Unspecified
"ROSEMARY TRUFFLE AIR DRIED, THINLY SLICED BEEF, ROSEMARY TRUFFLE",56.0 GRM,286.0,57.1,7.14,1.79,0.0,0.0,1390.0,143.0,False,Unspecified
"SPICY PERI PERI AIR DRIED, THINLY SLICED BEEF, SPICY PERI PERI",28.0 g,286.0,57.1,7.14,3.57,0.0,0.0,839.0,143.0,False,Unspecified
"SPICY PERI PERI AIR DRIED, THINLY SLICED BEEF, SPICY PERI PERI",56.0 GRM,286.0,57.1,7.14,1.79,0.0,0.0,821.0,143.0,False,Unspecified
"STEAKHOUSE GRASS FED AIR DRIED BEEF, STEAKHOUSE",28.0 g,321.0,50.0,8.93,3.57,0.0,0.0,1570.0,107.0,False,Dinner
"TENDER + DELICIOUS SEASONED DRIED BEEF, ORIGINAL",28.0 g,286.0,53.6,7.14,0.0,0.0,0.0,857.0,125.0,False,Unspecified
"TENDER + DELICIOUS SEASONED DRIED BEEF, PERI PERI",28.299999237060547 GRM,283.0,53.0,7.07,0.0,0.0,0.0,848.0,124.0,False,Unspecified
"TENDER + DELICIOUS SEASONED DRIED BEEF, STEAKHOUSE",28.0 GRM,286.0,53.6,7.14,0.0,0.0,0.0,857.0,125.0,False,Dinner
NON-STOP CHOC COOKIEZ,25.0 g,440.0,4.0,14.0,76.0,20.0,8.0,440.0,0.0,False,Snack
"MEDIUM SPICY INJERA CRISPS, MEDIUM SPICY",28.0 g,536.0,7.14,28.6,60.7,3.57,3.6,321.0,0.0,False,Unspecified
AUTHENTIC ETHIOPIAN FLAT BREAD,340.0 g,74.0,2.94,0.59,14.7,0.0,0.0,0.0,0.0,False,Breakfast
"MOROCCAN TAGINE WRAP, MOROCCAN TAGINE",156.0 g,179.0,6.41,5.77,25.6,3.85,2.6,423.0,0.0,False,Lunch
VEGETABLE TAGINE,262.0 g,92.0,3.44,2.67,16.8,2.29,1.9,145.0,0.0,False,Lunch
"TAGINE MOROCCAN-INSPIRED COOKING SAUCE, TAGINE",127.0 GRM,71.0,0.79,3.54,9.45,3.94,0.8,1190.0,0.0,False,Lunch
ORGANIC TAGINE SEASONING,1.2000000476837158 GRM,417.0,0.0,0.0,83.3,0.0,0.0,0.0,0.0,False,Lunch
"TAGINE CURRY, MILD",115.0 g,157.0,4.35,3.91,27.0,4.35,1.7,383.0,0.0,False,Lunch
"HERB TAGINE FLAVOR MOROCCAN STYLE BASMATI RICE, HERB TAGINE",52.0 MG,327.0,7.69,0.0,75.0,1.92,0.0,885.0,0.0,False,Lunch
MOROCCAN APRICOT PUMPKIN TAGINE,60.0 g,42.0,0.0,1.67,6.67,3.33,1.7,367.0,0.0,False,Lunch
"FRONTIER CO-OP, TAGINE SEASONING",1.2000000476837158 g,417.0,0.0,0.0,83.3,0.0,0.0,0.0,0.0,False,Lunch
TAGINE MOROCCAN FISH COOKING SAUCE,80.0 GRM,125.0,2.5,10.0,8.75,1.25,3.8,500.0,0.0,False,Lunch
"MOROCCAN ORGANIC INSPIRED VEGETABLE TAGINE, MOROCCAN",259.0 g,104.0,4.63,3.09,14.3,4.63,2.3,301.0,0.0,False,Lunch
TAGINE MOROCCAN LAMB OR BEEF COOKING SAUCE,80.0 GRM,162.0,1.25,15.0,6.25,0.0,1.2,500.0,0.0,False,Lunch
"MOROCCAN CHICKEN TAGINE COOKING SAUCE, MOROCCAN CHICKEN",80.0 g,162.0,1.25,15.0,5.0,0.0,1.2,500.0,0.0,False,Lunch
"MOROCCAN STYLE TAGINE SEASONING BLEND, MOROCCAN STYLE",0.7 g,0.0,0.0,0.0,0.0,0.0,0.0,4290.0,0.0,False,Lunch
"S!DEAWAY FOODS MOROCCAN TAGINE, 9.2 OZ",130.0 GRM,123.0,5.38,2.69,20.0,3.08,3.8,154.0,0.0,False,Lunch
"MOROCCAN TAGINE SALMON, CHICKPEAS, ONIONS, ROASTED ZUCCHINI, QUINOA, OLIVES, LEMON, CARROTS & FENNEL GOURMET SALMON MEAL SALAD TOPPER, MOROCCAN TAGINE",120.0 g,283.0,10.0,24.2,8.33,1.67,3.3,317.0,42.0,False,Lunch
"ALFEZ, MOROCCAN STYLE, TAGINE SAUCE, APRICOT & CILANTRO, APRICOT & CILANTRO",55.0 GRM,127.0,1.82,4.55,18.2,12.7,1.8,0.0,0.0,False,Lunch
"MOROCCAN SPICED SAUCE, GARBANZOS, SWEET POTATOES, RED PEPPERS, CURRY SEITAN, BULGUR, ALMONDS, RAISINS, CINNAMON & CLOVE TAGINE, MOROCCAN",255.0 g,110.0,4.31,2.35,19.2,5.1,3.9,271.0,0.0,False,Lunch
"Restaurant, Latino, arepa (unleavened cornmeal bread)",Not specified,916.0,5.48,5.38,37.1,0.87,2.6,270.0,5.0,False,Breakfast
AREPA DE MOTE MOTE'S AREPA,107.80000305175781 g,167.0,4.64,0.46,35.2,0.0,5.6,529.0,0.0,False,Unspecified
"AREPAS CORN CAKE, AREPAS CORN",110.0 g,118.0,0.91,0.0,31.8,0.0,2.7,0.0,0.0,False,Snack
CHEESE AREPAS,134.0 g,157.0,5.22,3.73,26.1,0.0,2.2,448.0,7.0,False,Breakfast
MOTE'S AREPA,107.80000305175781 GRM,167.0,4.64,0.46,35.2,0.0,5.6,529.0,0.0,False,Unspecified
ROASTED AREPA,28.0 g,357.0,7.14,5.36,75.0,3.57,7.1,429.0,0.0,False,Dinner
"CORN AREPA WITH CHEESE AREPA DE MAIZ CON QUESO, CORN AREPA WITH CHEESE",80.0 g,225.0,5.0,7.5,35.0,0.0,5.0,238.0,6.0,False,Breakfast
"CHEESE AREPAS, CHEESE",134.0 GRM,157.0,5.22,3.73,26.1,0.0,2.2,448.0,7.0,False,Breakfast
INTEGRAL CORN AREPA,108.0 g,139.0,2.78,0.0,32.4,0.0,5.6,65.0,0.0,False,Unspecified
"GOYA, SWEET CORN AREPA",75.0 GRM,227.0,6.67,1.33,54.7,13.3,0.0,23.0,0.0,False,Unhealthy
"GOYA, WHITE CORN AREPA",90.0 GRM,167.0,3.33,1.11,32.2,0.0,1.1,0.0,0.0,False,Unspecified
"LA REAL, MINI AREPAS",70.0 g,121.0,1.43,0.0,31.4,0.0,2.9,0.0,0.0,False,Unspecified
MAIZE THINS SWEET AREPA,30.0 g,333.0,3.33,5.0,66.7,13.3,3.3,467.0,0.0,False,Unhealthy
"AREPA COLOMBIANA COLOMBIAN STYLE CORNMEAL CAKE, AREPA COLOMBIANA COLOMBIAN STYLE",113.0 g,80.0,0.88,0.0,25.7,0.0,1.8,0.0,0.0,False,Snack
"YELLOW AREPAS COLOMBIAN STYLE CORNMEAL CAKE, YELLOW AREPAS COLOMBIAN STYLE CORNMEAL",113.0 GRM,80.0,0.88,0.0,25.7,0.0,1.8,0.0,0.0,False,Snack
"WHITE CORN AREPAS, WHITE CORN",107.0 g,224.0,2.8,0.93,51.4,0.0,5.6,0.0,0.0,False,Unspecified
"GOYA, CORN AREPA FILLED WITH CHEESE",95.0 GRM,168.0,7.47,3.58,26.3,0.0,0.0,800.0,13.0,False,Breakfast
"GOYA, YUCCA AREPAS FILLED WITH CHEESE",87.5 GRM,229.0,9.03,6.97,32.0,0.0,0.0,869.0,14.0,False,Breakfast
"SWEET CORN AREPA, SWEET CORN",75.0 g,200.0,5.33,0.0,44.0,13.3,5.3,187.0,0.0,False,Unhealthy
SWEET CORN WITH MOZZARELLA CHEESE AREPA,198.0 GRM,212.0,5.05,4.04,38.9,10.6,3.5,369.0,13.0,False,Breakfast
"WHITE CORN AREPAS, WHITE CORN",107.80000305175781 GRM,223.0,2.78,0.93,51.0,0.0,5.6,0.0,0.0,False,Unspecified
"WHITE CORN AREPAS, WHITE CORN",97.0 g,134.0,3.09,0.0,30.9,0.0,2.1,196.0,0.0,False,Unspecified
"WHITE CORN AREPAS, WHITE CORN",97.0 GRM,134.0,3.09,0.0,30.9,0.0,2.1,196.0,0.0,False,Unspecified
"YELLOW CORN AREPA, YELLOW CORN",107.80000305175781 GRM,223.0,3.71,0.0,36.2,0.0,4.6,9.0,0.0,False,Unspecified
"YELLOW CORN AREPAS, YELLOW CORN",97.0 g,134.0,3.09,0.0,30.9,0.0,2.1,196.0,0.0,False,Unspecified
"YELLOW CORN AREPAS, YELLOW CORN",97.0 GRM,134.0,3.09,0.0,30.9,0.0,2.1,196.0,0.0,False,Unspecified
"VENEZUELAN STYLE CORN AREPA, VENEZUELAN STYLE",114.0 GRM,184.0,4.39,2.19,35.1,0.0,4.4,289.0,0.0,False,Unspecified
"YUCA CASSAVA SANDWICH THINS AREPAS, YUCA",80.0 GRM,225.0,6.25,4.38,41.2,1.25,3.8,588.0,12.0,False,Lunch
AREPA DE YUCA CASSAVA GRIDDLE CAKE,100.0 GRM,280.0,5.0,9.0,49.0,7.0,2.0,660.0,10.0,False,Snack
"GUAVA MAIZE THINS AREPA CRISPS, GUAVA",31.0 g,387.0,6.45,4.84,77.4,22.6,9.7,1000.0,0.0,False,Unspecified
"GOYA, SWEET CORN AREPA FILLED WITH MOZARELLA CHEESE",95.0 g,179.0,8.42,10.5,43.2,4.21,1.1,0.0,0.0,False,Breakfast
"COCO MAIZE THINS AREPA CRISPS, COCO MAIZE THINS",27.0 g,481.0,3.7,22.2,74.1,25.9,14.8,426.0,0.0,False,Unspecified
"RICAREPA CORN AREPA FILLED WITH CHEESE, 4 COUNT, 13.4 OZ",95.0 GRM,189.0,5.26,4.74,31.6,1.05,4.2,558.0,7.0,False,Breakfast
"WHITE CORN AREPAS WITH MOZZARELLA & ROASTED JALAPENO PEPPERS, MOZZARELLA & JALAPENO",94.0 g,213.0,6.38,7.45,28.7,1.06,2.1,309.0,16.0,False,Dinner
"SWEET CORN FLATBREAD, SWEET CORN",75.0 GRM,373.0,6.67,9.33,64.0,17.3,4.0,413.0,13.0,False,Breakfast
"YELLOW CORN FLATBREAD, YELLOW CORN",105.0 GRM,162.0,3.81,0.0,36.2,0.0,1.9,219.0,0.0,False,Breakfast
"CORN CAKES WITH CHEESE, CHEESE",128.0 g,211.0,5.86,1.56,36.7,0.78,1.6,781.0,12.0,False,Breakfast
SWEET CORN PATTIES WITH MOZZARELLA CHEESE,198.4499969482422 g,212.0,5.04,0.01,36.8,10.1,2.0,348.0,13.0,False,Breakfast
"APPLE FRUIT ROLLS, APPLE",20.0 g,300.0,0.0,0.0,65.0,40.0,10.0,0.0,0.0,False,Snack
"APPLE FRUIT ROLLS, APPLE",20.0 GRM,300.0,0.0,0.0,65.0,40.0,10.0,0.0,0.0,False,Snack
"APPLE-PEAR MANGO FRUIT ROLLS, APPLE-PEAR MANGO",20.0 GRM,300.0,0.0,0.0,65.0,40.0,10.0,0.0,0.0,False,Snack
"APPLE-PEAR RASPBERRY FRUIT ROLLS, APPLE-PEAR RASPBERRY",20.0 GRM,300.0,0.0,0.0,65.0,40.0,10.0,0.0,0.0,False,Snack
"APPLE-PEAR STRAWBERRY FRUIT ROLLS, APPLE-PEAR STRAWBERRY",20.0 GRM,300.0,0.0,0.0,65.0,40.0,10.0,0.0,0.0,False,Snack
"BLACK CURRANT 100% FRUIT ROLLS, BLACK CURRANT",20.0 g,300.0,0.0,0.0,65.0,40.0,10.0,0.0,0.0,False,Snack
"MANGO & APPLE SUPER SOUR, MANGO & APPLE",20.0 g,300.0,0.0,0.0,65.0,40.0,10.0,0.0,0.0,False,Unspecified
"MANGO FRUIT ROLLS, MANGO",20.0 g,300.0,0.0,0.0,65.0,40.0,10.0,0.0,0.0,False,Snack
"RASPBERRY FRUIT ROLLS, RASPBERRY",20.0 GRM,300.0,0.0,0.0,65.0,40.0,10.0,0.0,0.0,False,Snack
"RASPBERRY, BLUEBERRY FRUIT MINIS, RASPBERRY, BLUEBERRY",20.0 g,500.0,0.0,0.0,70.0,45.0,10.0,0.0,0.0,False,Snack
"STRAWBERRY & APPLE SUPER SOUR YO YOS, STRAWBERRY & APPLE",20.0 g,300.0,0.0,0.0,65.0,40.0,10.0,0.0,0.0,False,Unspecified
"STRAWBERRY FRUIT MINIS, STRAWBERRY",20.0 g,500.0,0.0,0.0,70.0,45.0,0.0,0.0,0.0,False,Snack
"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",Not specified,229.0,5.59,9.01,31.5,1.3,5.8,305.0,0.0,False,Unspecified
"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",Not specified,229.0,5.59,9.01,31.5,0.0,5.8,305.0,0.0,False,Unspecified
"Restaurant, Latino, pupusas con queso (pupusas, cheese)",Not specified,1070.0,11.7,13.2,22.4,1.2,2.9,400.0,32.0,False,Breakfast
"Restaurant, Latino, pupusas del cerdo (pupusas, pork)",Not specified,232.0,11.5,10.4,23.0,1.45,2.6,426.0,29.0,False,Unspecified
REVUELTAS PUPUSAS,114.0 g,289.0,6.14,16.7,29.8,0.88,0.9,211.0,0.0,False,Unspecified
"CHEESE PUPUSAS, CHEESE",105.0 GRM,248.0,16.2,10.5,23.8,0.0,3.8,152.0,5.0,False,Breakfast
PUPUSAS AL PASTOR & CHEESE,150.0 g,180.0,8.0,8.0,20.0,0.0,2.0,373.0,20.0,False,Breakfast
