item_name,serving_size,calories_(kcal),protein_(g),total_fat_(g),carbohydrates_(g),sugar_(g),fiber_(g),sodium_(mg),cholesterol_(mg),pakistani,meal_type
GREEN CURRY,95.0 g,158.0,2.11,10.5,15.8,12.6,1.1,611.0,0.0,False,Lunch
"YELLOW CURRY RICE, YELLOW CURRY",50.0 g,360.0,8.0,3.0,74.0,0.0,2.0,1220.0,0.0,False,Lunch
DOSA MIX,25.0 g,360.0,12.0,2.0,72.0,0.0,4.0,1360.0,0.0,False,Lunch
OATS DOSA,57.0 g,175.0,6.4,2.09,33.0,0.0,1.0,198.0,0.0,False,Lunch
BROWN RICE DOSA,57.0 g,170.0,5.07,0.33,36.9,0.0,0.2,196.0,0.0,False,Lunch
RAVA DOSA MIX,50.0 g,356.0,8.0,4.0,72.0,0.0,8.0,760.0,0.0,False,Lunch
IDLY/DOSA QUINOA BATTER,57.0 g,47.0,1.75,0.39,7.02,0.0,1.2,470.0,0.0,False,Lunch
"MEDIUM SPICE FERMENTED LENTIL CREPE, POTATOES, SPICES, COCONUT CHUTNEY MASALA DOSA, MEDIUM SPICE",99.0 g,273.0,8.08,11.1,34.3,2.02,2.0,455.0,0.0,False,Lunch
"CHICKEN TIKKA MASALA CURRY LEAF RICE, NATURAL, HALAL CASHEW NUT, TOMATO, YOGURT WHEAT FREE",143.0 g,140.0,5.59,7.69,11.2,2.8,2.1,280.0,28.0,False,Breakfast
"ORGANIC TOFU, BABY BROCCOLI & SPROUTED MUNG SALAD",142.0 g,127.0,4.23,7.75,11.3,3.52,2.1,345.0,0.0,False,Lunch
CHANA MASALA,143.0 g,112.0,3.5,1.75,20.3,1.4,2.8,420.0,0.0,False,Dinner
"CHICKEN TIKKA STREET WRAP, CHICKEN",255.0 g,149.0,8.24,4.71,19.2,2.75,1.2,361.0,6.0,False,Dinner
"NORTH INDIAN SAMOSAS, NORTH INDIAN",130.0 g,231.0,4.62,7.69,34.6,4.62,3.1,462.0,0.0,False,Unhealthy
PANEER STREET WRAP,128.0 g,227.0,10.2,13.3,19.5,5.47,1.6,672.0,27.0,False,Lunch
PANEER STREET WRAP,113.0 g,177.0,9.73,10.6,14.2,2.65,1.8,319.0,62.0,False,Lunch
"SWEET POTATO SAMOSAS, SWEET POTATO",85.0 g,247.0,2.35,11.8,31.8,3.53,3.5,424.0,0.0,False,Unhealthy
IDLI MIX,25.0 g,360.0,12.0,2.0,72.0,0.0,4.0,1520.0,0.0,False,Lunch
RAVA IDLI MIX,25.0 g,440.0,12.0,10.0,72.0,0.0,8.0,1720.0,0.0,False,Lunch
"VINDALOO SEASONING, VINDALOO",0.5 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Lunch
"VINDALOO MEAL KIT, VINDALOO",53.0 g,358.0,7.55,1.89,79.2,11.3,3.8,774.0,0.0,False,Lunch
"VINDALOO SIMMER SAUCE, VINDALOO",125.0 GRM,80.0,1.6,2.4,12.8,8.8,2.4,640.0,0.0,False,Lunch
"VINDALOO CURRY SEASONING, VINDALOO CURRY",3.5 g,286.0,0.0,0.0,57.1,0.0,28.6,0.0,0.0,False,Lunch
"VINDALOO EASY SIMMER SAUCE, VINDALOO",60.0 g,58.0,1.67,0.0,11.7,6.67,1.7,450.0,0.0,False,Lunch
VINDALOO PASTE,16.0 g,562.0,12.5,37.5,43.8,0.0,12.5,3000.0,0.0,False,Lunch
VINDALOO SAUCE,118.0 ml,102.0,1.69,6.78,9.32,4.24,1.7,593.0,0.0,False,Lunch
"HOT VINDALOO CURRY SPICE PASTE, VINDALOO",15.0 g,300.0,6.67,23.3,20.0,0.0,13.3,1330.0,0.0,False,Lunch
"LAMBLESS VINDALOO SKILLET MEALS, LAMBLESS VINDALOO",284.0 g,113.0,5.63,3.17,15.5,2.82,1.8,268.0,0.0,False,Lunch
"VINDALOO CURRY SIMMER SAUCE, VINDALOO CURRY",60.0 GRM,58.0,1.67,0.0,11.7,6.67,1.7,383.0,0.0,False,Lunch
"CHICKEN VINDALOO WITH BASMATI LEMON RICE, CHICKEN VINDALOO",227.0 GRM,137.0,7.49,3.52,18.5,1.32,1.3,273.0,18.0,False,Lunch
"KROGER, VINDALOO SAUCE",118.0 ml,102.0,1.69,6.78,9.32,4.24,1.7,593.0,0.0,False,Lunch
"LAMB VINDALOO, LAMB",142.0 GRM,148.0,12.7,0.7,7.04,2.11,1.4,155.0,35.0,False,Lunch
NAANWICH CHICKEN VINDALOO,147.0 g,211.0,11.6,6.12,28.6,3.4,0.7,395.0,20.0,False,Lunch
ORGANIC TOFU VINDALOO,143.0 g,203.0,6.29,15.4,11.9,1.4,2.1,552.0,0.0,False,Lunch
VINDALOO COOKING SAUCE,124.0 GRM,97.0,1.61,6.45,8.87,4.03,0.0,565.0,0.0,False,Lunch
"VINDALOO HOT AND SPICY COOKING SAUCE, VINDALOO, HOT AND SPICY",125.0 g,96.0,1.6,7.2,6.4,2.4,2.4,352.0,0.0,False,Lunch
"HOT SPICY VINDALOO INDIAN SIMMER SAUCE, HOT SPICY VINDALOO",125.0 g,64.0,1.6,6.4,7.2,4.0,0.8,384.0,0.0,False,Lunch
"HOT VINDALOO MASALA GOURMET SIMMER SAUCE, HOT VINDALOO MASALA",57.0 MG,84.0,1.75,8.77,10.5,5.26,1.8,674.0,0.0,False,Lunch
"VINDALOO SIMMER SAUCE MADE WITH TOASTED CUMIN & ONION PUREE, VINDALOO",118.0 ml,51.0,1.69,0.42,11.0,5.08,0.0,661.0,0.0,False,Breakfast
"VINDALOO SIMMER SAUCE WITH TOMATOES, JALAPENO PEPPERS, GARLIC & GINGER, VINDALOO",120.0 MLT,125.0,1.67,7.5,14.2,8.33,2.5,550.0,0.0,False,Lunch
"VINDALOO, HANDCRAFTED COOKING SAUCE",112.0 g,71.0,1.79,1.79,13.4,8.04,1.8,438.0,0.0,False,Lunch
ALL NATURAL CHICKEN VINDALOO,140.0 g,136.0,15.7,5.71,5.0,2.14,0.7,371.0,44.0,False,Lunch
CHICKEN VINDALOO WITH BASMATI RICE,283.0 GRM,102.0,5.65,2.47,16.2,1.77,0.4,233.0,14.0,False,Lunch
"CONDENSED VINDALOO MASALA, HOT",43.0 g,140.0,2.33,11.6,9.3,4.65,0.0,698.0,0.0,False,Lunch
HOT VINDALOO SUMMER SAUCE,120.0 ml,125.0,1.67,7.5,14.2,8.33,2.5,550.0,0.0,False,Lunch
LAMB VINDALOO WITH BASMATI RICE,312.0 g,109.0,6.09,3.21,14.4,0.64,1.3,221.0,13.0,False,Lunch
PLANT-BASED CHIK'N VINDALOO,255.0 GRM,110.0,5.49,3.53,13.7,0.78,0.4,239.0,2.0,False,Lunch
STREET WRAP CHICKEN VINDALOO,156.0 GRM,205.0,12.8,6.41,23.1,3.21,3.2,481.0,29.0,False,Lunch
"HOT VINDALOO SPICY CURRY SIMMER SAUCE, HOT VINDALOO SPICY CURRY",64.0 g,94.0,1.56,6.25,9.38,4.69,3.1,328.0,0.0,False,Lunch
"MEDIUM HOT VINDALOO ALL NATURAL SIMMER SAUCE, MEDIUM HOT, VINDALOO",95.0 g,84.0,2.11,5.26,10.5,3.16,2.1,526.0,0.0,False,Lunch
"ZESTY COCONUT & CHILI SPICY VINDALOO INDIAN SIMMER SAUCE, SPICY VINDALOO",56.0 GRM,80.0,1.79,7.14,7.14,3.57,1.8,393.0,0.0,False,Lunch
"CHICKEN VINDALOO WITH BASMATI RICE, BASMATI",170.0 g,141.0,11.8,4.12,13.5,1.76,1.2,282.0,32.0,False,Lunch
"ORGANIC ETHNIC SEASONING, VINDALOO CURRY",3.5 g,429.0,28.6,0.0,57.1,0.0,28.6,0.0,0.0,False,Lunch
"VIBRANTVEGGIES, ORGANIC KRAUT VINDALOO CURRY",28.0 g,36.0,0.0,0.0,7.14,0.0,3.6,536.0,0.0,False,Breakfast
"VINDALOO INDIAN SIMMER SAUCE, SPICY",106.0 g,85.0,1.89,5.66,7.55,3.77,1.9,538.0,0.0,False,Lunch
"MEDIUM VINDALOO SPICY & TANGY CURRY SIMMER SAUCE, MEDIUM VINDALOO SPICY & TANGY CURRY",57.0 g,123.0,1.75,10.5,8.77,3.51,1.8,877.0,0.0,False,Lunch
"HOT SPICE ROASTED LAMB VINDALOO SPICY YOGURT TURMERIC RICE, HOT SPICE, LAMB VINDALOO",269.0 g,130.0,9.67,4.83,11.5,1.86,0.7,227.0,30.0,False,Breakfast
"APINYA, GHOST VINDALOO THAI CHILI SAUCE",6.5 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Lunch
"KERALA CURRY, HOT VINDALOO CURRY SAUCE",68.0 g,118.0,1.47,8.82,7.35,1.47,2.9,1020.0,0.0,False,Lunch
ORIGINAL VINDALOO SPICY CURRY SIMMER SAUCE,64.0 GRM,94.0,1.56,6.25,9.38,4.69,3.1,328.0,0.0,False,Lunch
"ROLAND, VINDALOO HOT LUXURY CURRY SAUCE",60.0 g,167.0,3.33,13.3,10.0,6.67,1.7,500.0,0.0,False,Lunch
"HOT & SPICY INDIAN HEARTY VEGETABLES & TOMATOES SIMMERED IN A SPICY CURRY SAUCE VINDALOO, HOT & SPICY INDIAN VINDALOO",140.0 g,107.0,2.14,5.0,13.6,3.57,2.1,329.0,0.0,False,Lunch
"DEEP INDIAN KITCHEN CHICKEN VINDALOO, 9 OZ",255.0 GRM,133.0,8.63,4.71,14.5,0.39,1.2,227.0,20.0,False,Lunch
"HOT VINDALOO SPICY CURRY SIMMER SAUCE, HOT",64.0 g,94.0,1.56,6.25,9.38,4.69,3.1,281.0,0.0,False,Lunch
"NEERA'S, ALL NATURAL HOT & TANGY SIMMERING SAUCE, VINDALOO CURRY",118.0 ml,119.0,1.69,7.63,11.9,5.08,1.7,500.0,0.0,False,Lunch
"CHICKEN ROASTED CHICKEN, SPICY YOGURT SAUCE, TURMERIC RICE VINDALOO, CHICKEN",255.0 g,133.0,8.63,4.71,14.5,0.39,1.2,227.0,20.0,False,Breakfast
"MAYA KAIMAL, VINDALOO INDIAN SIMMER SAUCE, SPICY, TANGY COCONUT & CHILI, SPICY, TANGY COCONUT & CHILI",106.0 g,94.0,1.89,6.6,7.55,4.72,1.9,575.0,0.0,False,Lunch
SAAG PANEER,142.0 g,211.0,6.34,17.6,7.75,0.0,1.4,401.0,28.0,False,Lunch
"SAAG PANEER SPINACH AND CHEESE SIMMERED IN A SAVORY SAUCE, SAAG PANEER",225.0 g,111.0,5.33,8.44,5.78,1.33,2.2,187.0,16400.0,False,Breakfast
"SAFFRON ROAD, CRISPY SAMOSAS WITH SAAG PANEER",78.0 g,205.0,5.13,8.97,26.9,3.85,2.6,321.0,6.0,False,Lunch
"WHOLE PLANET, CAFE SPICE, SAAG PANEER WITH SAFFRON RICE",227.0 g,75.0,2.2,1.76,13.2,0.44,1.3,233.0,0.0,False,Lunch
PANEER,28.0 g,321.0,25.0,25.0,3.57,3.57,0.0,18.0,89.0,False,Lunch
PANEER,28.0 g,321.0,21.4,25.0,3.57,3.57,0.0,18.0,89.0,False,Lunch
"PANEER TIKKA MASALA, PANEER TIKKA",227.0 GRM,150.0,4.41,7.05,16.7,2.2,0.9,154.0,15.0,False,Lunch
PALAK PANEER,142.0 g,254.0,4.93,23.2,5.63,0.0,1.4,401.0,35.0,False,Lunch
PALAK PANEER,100.0 g,163.0,7.0,11.0,9.0,0.0,2.0,1140.0,17.0,False,Lunch
PANEER CHEESE,28.0 GRM,321.0,25.0,25.0,0.0,0.0,0.0,36.0,71400.0,False,Breakfast
PANEER MAKHANI,142.0 g,204.0,4.93,16.2,9.15,0.7,0.7,444.0,21.0,False,Lunch
"TIKKA WITH SAAG SPINACH MILD COOKING SAUCE, TIKKA WITH SAAG SPINACH",119.0 g,101.0,1.68,5.88,10.9,5.88,2.5,328.0,8.0,False,Dinner
CHICKEN SAAG WITH BASMATI RICE,283.0 g,117.0,6.01,3.89,14.8,0.71,1.1,219.0,18.0,False,Lunch
LAMB SAAG WITH BASMATI RICE,283.0 g,106.0,6.01,4.24,12.7,1.06,1.1,223.0,16.0,False,Lunch
"MEDIUM SAAG SPINACH CURRY SIMMER SAUCE, MEDIUM SAAG SPINACH CURRY",50.0 g,50.0,2.0,2.0,6.0,2.0,2.0,720.0,0.0,False,Lunch
"PALAK PANEER, MEDIUM",283.0 GRM,141.0,6.01,7.42,13.8,1.06,1.1,244.0,21.0,False,Lunch
PANEER BUTTER MASALA,10.0 g,300.0,10.0,20.0,20.0,10.0,10.0,3400.0,0.0,False,Breakfast
"THE ORIGINAL PANEER, THE ORIGINAL",28.0 GRM,286.0,25.0,21.4,3.57,3.57,0.0,71.0,71.0,False,Lunch
TIKKA WITH SAAG SPINACH COOKING SAUCE,119.0 GRM,101.0,1.68,5.88,10.9,5.88,2.5,328.0,8.0,False,Dinner
"DEEP, INDIAN GOURMET PANEER",28.0 g,286.0,21.4,17.9,3.57,3.57,0.0,107.0,71.0,False,Lunch
HOME-STYLE CHEESE PANEER,28.0 g,321.0,21.4,28.6,3.57,0.0,0.0,107.0,89.0,False,Breakfast
LIGHT & LEAN MATTAR PANEER,227.0 GRM,115.0,4.41,2.64,18.5,2.64,2.6,251.0,4.0,False,Lunch
"CREAMED SPINACH & PALAK PANEER CHEESE WITH BASMATI RICE BOWL, PALAK PANEER",269.0 g,190.0,6.69,11.9,14.5,1.49,1.1,264.0,26.0,False,Breakfast
"INDIAN MATTAR PANEER CURRIED PEAS & CHEESE WITH CHANA MASALA, INDIAN MATTAR PANEER",283.0 GRM,131.0,4.59,4.59,17.3,2.83,1.8,261.0,7.0,False,Breakfast
"INDIAN PALAK PANEER CREAMED SPINACH & CHEESE WITH RAJMAH DAL, INDIAN PALAK PANEER",283.0 GRM,120.0,4.95,4.24,15.9,1.77,2.5,233.0,7.0,False,Breakfast
"INDIAN PANEER TIKKA TOMATO MASALA WITH CHEESE, VEGETABLES & RICE, INDIAN PANEER TIKKA",269.0 g,145.0,4.09,7.43,15.2,2.6,1.5,182.0,11.0,False,Breakfast
"SAFFRON ROAD, CHANA SAAG WITH CUMIN RICE",283.0 g,127.0,3.18,4.24,19.1,1.41,2.1,230.0,2.0,False,Lunch
"MEDIUM SAAG ALOO SEASONING MIX FOR A CREAMY SPINACH AND POTATO CURRY SIDE DISH, MEDIUM SAAG ALOO",3.5 g,286.0,0.0,0.0,57.1,28.6,0.0,10900.0,0.0,False,Lunch
"MILD SPICE SPINACH PANEER, MILD",283.0 g,120.0,3.53,6.36,12.4,1.41,1.1,230.0,5.0,False,Lunch
PANEER MAKHANI WITH CUMIN BASMATI RICE,225.0 g,202.0,4.0,12.0,19.6,1.78,1.3,396.0,11.0,False,Lunch
"JYOTI NATURAL FOODS, MATAR-PANEER",114.0 g,123.0,3.51,9.65,7.89,2.63,1.8,447.0,13.0,False,Lunch
"SPICY HABANERO PANEER, SPICY HABANERO",28.0 GRM,286.0,25.0,21.4,3.57,3.57,0.0,71.0,71.0,False,Lunch
"TIKKA MASALA CHICKEN, VEGETABLES & PANEER",2.8399999141693115 g,8100.0,106.0,123.0,1.3,423.0,211.0,5630.0,0.0,False,Lunch
"TURMERIC TWIST PANEER, TURMERIC TWIST",28.0 GRM,286.0,25.0,21.4,3.57,3.57,0.0,71.0,71.0,False,Lunch
"INDIAN PANEER TIKKA TOMATOES, CAULIFLOWER & BASMATI RICE WITH ALOO GOBI, INDIAN PANEER TIKKA",255.0 g,125.0,4.31,5.49,14.5,2.35,1.2,184.0,12.0,False,Lunch
"SPINACH PANEER INDIAN BREAD, SPINACH, CHEESE, SAVORY SPICES NAAN PIZZA, SPINACH PANEER",120.0 g,283.0,10.0,10.0,38.3,1.67,3.3,408.0,8.0,False,Breakfast
"INDIAN MATTAR PANEER LIGHT IN SODIUM CURRIED PEAS & CHEESE WITH CHANA MASALA, INDIAN MATTAR PANEER",283.0 g,124.0,4.59,0.0,17.0,2.47,1.8,131.0,7.0,False,Breakfast
"LAMB SAAG WITH BASMATI RICE TENDER LAMB LIGHTLY SEASONED WITH CUMIN, TURMERIC AND GINGER, SERVED IN A THICK BED OF SPINACH, LAMB SAAG",283.0 g,120.0,6.36,4.59,13.4,1.06,0.7,244.0,16.0,False,Lunch
"SHAHI PANEER WITH BASMATI RICE, BASMATI RICE",350.0 GRM,157.0,6.86,8.0,14.9,0.0,1.1,146.0,20.0,False,Lunch
Spring Blue Paneer Cottage Cheese 250g,25.0 g,306.0,16.4,24.4,5.6,4.8,0.0,50.0,0.0,False,Breakfast
"DEEP INDIAN KITCHEN SPINACH PANEER, 10 OZ",283.0 GRM,141.0,6.01,7.42,13.4,0.35,1.8,269.0,9.0,False,Lunch
"SHAHI PANEER, MILD TOMATO GRAVY WITH COTTAGE CHEESE",150.0 g,141.0,5.33,8.0,12.0,1.33,1.3,508.0,0.0,False,Breakfast
AUTHENTIC INDIAN SPINACH WITH COTTAGE CHEESE AND SAUCE PALAK PANEER,125.0 GRM,136.0,4.0,10.4,6.4,2.4,2.4,504.0,16.0,False,Breakfast
"SPINACH AND PANEER CHEESE WITH MILD SPICES OVER A BED OF BASMATI RICE, MEDIUM",283.0 g,127.0,4.24,5.65,14.8,1.41,1.1,155.0,12.0,False,Breakfast
"INDIAN JAIPUR VEGETABLES & PANEER CHEESE SIMMERED WITH SPICES & CASHEWS, INDIAN JAIPUR VEGETABLES",140.0 GRM,107.0,3.57,7.14,8.57,2.14,1.4,350.0,7.0,False,Breakfast
"ROGAN JOSH SIMMER SAUCE, ROGAN JOSH",120.0 g,92.0,0.83,4.17,12.5,5.83,1.7,350.0,0.0,False,Lunch
"ROGAN JOSH SIMMER SAUCE, ROGAN JOSH",118.0 ml,85.0,0.85,5.93,7.63,3.39,0.0,788.0,4.0,False,Lunch
"ROGAN JOSH CURRY SPICE PASTE, ROGAN JOSH",15.0 g,267.0,6.67,23.3,20.0,0.0,6.7,1930.0,0.0,False,Lunch
ROGAN JOSH SAUCE,110.0 g,82.0,1.82,4.55,8.18,4.55,0.0,371.0,0.0,False,Lunch
"ROGAN JOSH CURRY SIMMER SAUCE, ROGAN JOSH CURRY",64.0 GRM,70.0,1.56,3.12,9.38,4.69,1.6,297.0,0.0,False,Lunch
HOME STYLE ROGAN JOSH PASTE,16.0 g,469.0,12.5,31.2,31.2,0.0,12.5,3000.0,0.0,False,Lunch
"PASSAGE OF INDIA, ROGAN JOSH SIMMER SAUCE",62.5 ml,160.0,1.6,11.2,11.2,3.2,1.6,656.0,0.0,False,Lunch
"ROLAND, ROGAN JOSH MEDIUM LUXURY CURRY SAUCE",60.0 g,167.0,3.33,11.7,10.0,6.67,1.7,500.0,0.0,False,Lunch
"RED & BLUE FROSTED ROLLS CEREAL, RED & BLUE FROSTED ROLLS",40.0 g,375.0,5.0,0.0,87.5,47.5,2.5,250.0,0.0,False,Breakfast
PAV BHAJI MASALA,5.0 g,380.0,20.0,20.0,40.0,0.0,0.0,2800.0,0.0,False,Lunch
SPICE MIX FOR SABZI/PAV BHAJI,5.0 g,200.0,20.0,13.0,40.0,0.0,20.0,16400.0,0.0,False,Lunch
AUTHENTIC INDIAN MASHED VEGETABLE CURRY PAV BHAJI,125.0 GRM,136.0,2.4,10.4,8.0,3.2,1.6,464.0,20.0,False,Lunch
"KITCHENS OF INDIA, MASHED VEGETABLE CURRY, PAV BHAJI",125.0 g,168.0,1.6,12.0,12.8,2.4,1.6,736.0,24.0,False,Lunch
"CHOLE MINI NAANPANADAS A MINI EMPANADA FILLED WITH SAUTEED CHICKPEAS & CHEESE, CHOLE",80.0 g,238.0,8.75,8.75,33.8,7.5,3.8,375.0,6.0,False,Breakfast
"SHREE GANESH, PUNJABI CHOLE MASALA",100.0 g,0.0,11.0,5.0,9.0,0.0,2.0,480.0,0.0,False,Dinner
"PALAK SPINACH CHIPS, PALAK",28.0 GRM,500.0,7.14,42.9,46.4,0.0,0.0,464.0,0.0,False,Unhealthy
DAL PALAK WITH ZEERA RICE,350.0 g,133.0,4.57,2.0,24.3,0.29,2.9,243.0,0.0,False,Lunch
"BOMBAY DAL PALAK WITH LEMON RICE, MEDIUM",227.0 g,106.0,3.08,2.2,17.6,0.88,1.3,216.0,0.0,False,Lunch
"RED LENTIL & SPINACH PALAK DAL SOUP, RED LENTIL & SPINACH",245.0 g,78.0,3.27,3.27,9.39,1.63,2.0,212.0,0.0,False,Lunch
"MILD INDIAN KASHMIR SPINACH SAUTEED SPINACH SIMMERED WITH PANEER CHEESE, INDIAN KASHMIR SPINACH",140.0 GRM,79.0,4.29,5.0,4.29,1.43,2.1,329.0,11.0,False,Breakfast
"MEDIUM SPICE PANEER TIKKA MASALA CHEESE CREAMY SAUCE CUMIN BASMATI RICE, MEDIUM SPICE",255.0 g,153.0,6.27,7.45,16.1,1.96,1.2,227.0,12.0,False,Breakfast
"CHICKEN KABAB BIRYANI, CHICKEN KABAB",142.0 GRM,162.0,7.04,7.04,17.6,1.41,0.7,215.0,18.0,False,Lunch
"INDIAN STYLE CHEESE & SPINACH CURRY, INDIAN STYLE CHEESE & SPINACH",330.0 g,118.0,5.15,8.48,6.36,1.52,1.8,179.0,2.0,False,Breakfast
"TACO PASTA, TACO",51.0 GM,627.0,11.8,2.94,70.6,5.88,5.9,667.0,118.0,False,Lunch
TACOS FOR TWO TACO KIT,48.0 GRM,312.0,4.17,12.5,43.8,2.08,4.2,1440.0,0.0,False,Lunch
PIZZA,132.0 g,220.0,6.82,9.09,23.5,2.27,0.8,402.0,30.0,False,Lunch
PIZZA,141.0 GRM,199.0,10.6,9.22,19.2,3.55,2.8,461.0,28.0,False,Lunch
PIZZA,147.0 g,238.0,6.8,8.84,32.0,2.04,1.4,401.0,3.0,False,Lunch
PIZZA,140.0 g,250.0,10.7,10.0,27.9,2.86,1.4,407.0,21.0,False,Lunch
PIZZA,124.0 g,226.0,8.87,8.87,28.2,2.42,1.6,565.0,16.0,False,Lunch
PIZZA,28.0 g,357.0,21.4,28.6,0.0,0.0,0.0,1640.0,89.0,False,Lunch
PIZZA,226.0 g,265.0,10.2,11.5,30.5,5.31,1.8,416.0,18.0,False,Lunch
PIZZA,47.0 g,298.0,6.38,1.06,63.8,0.0,2.1,0.0,0.0,False,Lunch
PIZZA,125.0 g,216.0,11.2,8.0,24.8,1.6,1.6,328.0,20.0,False,Lunch
PIZZA,142.0 g,218.0,7.75,7.75,30.3,3.52,2.1,535.0,14.0,False,Lunch
PIZZA,76.0 g,237.0,9.21,7.89,30.3,3.95,1.3,474.0,20.0,False,Lunch
PIZZA,132.0 g,250.0,9.85,9.85,29.6,3.03,1.5,591.0,23.0,False,Lunch
PIZZA,138.0 g,225.0,10.1,11.6,18.8,2.17,1.4,500.0,33.0,False,Lunch
PIZZA,70.0 g,243.0,10.0,12.9,20.0,2.86,1.4,357.0,21.0,False,Lunch
LASAGNA,217.0 GRM,101.0,5.53,4.15,10.1,1.84,0.9,203.0,18.0,False,Dinner
LASAGNA,227.0 GRM,101.0,5.29,3.96,10.1,2.2,0.9,203.0,20.0,False,Dinner
LASAGNA,56.0 g,357.0,12.5,1.79,73.2,3.57,3.6,0.0,0.0,False,Dinner
LASAGNA,340.0 g,171.0,8.24,7.94,17.1,1.76,1.5,306.0,32.0,False,Dinner
LASAGNA,170.0 g,165.0,8.24,7.06,11.2,1.76,1.2,365.0,18.0,False,Dinner
LASAGNA,396.0 g,88.0,5.56,4.8,5.81,1.77,0.8,215.0,16.0,False,Dinner
LASAGNA,56.0 g,375.0,12.5,1.79,73.2,3.57,3.6,0.0,0.0,False,Dinner
LASAGNA,42.0 g,310.0,11.9,2.38,57.1,0.0,2.4,24.0,71.0,False,Dinner
LASAGNA,284.0 g,158.0,8.1,6.34,11.6,1.76,1.1,352.0,16.0,False,Dinner
"LASAGNA SEMOLINA, LASAGNA",54.0 GRM,370.0,13.0,1.85,75.9,3.7,3.7,0.0,0.0,False,Dinner
"LASAGNA TACOS, LASAGNA",110.0 g,300.0,8.18,12.7,39.1,4.55,1.8,655.0,9.0,False,Lunch
"CHEESE CURD LASAGNA, LASAGNA",283.0 GRM,148.0,6.36,7.42,14.5,4.95,1.8,565.0,19.0,False,Breakfast
"LASAGNA ROLLUPS & SAUCE, LASAGNA",198.0 g,141.0,6.06,4.55,19.2,5.05,1.0,298.0,25.0,False,Dinner
"LASAGNA ALFREDO WITH BROCCOLI, LASAGNA ALFREDO",213.0 g,127.0,4.23,5.16,16.0,1.41,0.9,249.0,14.0,False,Dinner
"LASAGNA ENRICHED MACARONI PRODUCT, LASAGNA",50.0 g,360.0,12.0,2.0,74.0,4.0,4.0,0.0,0.0,False,Dinner
"LASAGNA ITALIAN SAUSAGE & MEAT, LASAGNA",265.0 GRM,140.0,7.55,6.79,12.4,2.26,1.1,260.0,19.0,False,Dinner
BEEF LASAGNA,340.0 g,91.0,5.88,3.82,8.53,2.35,0.6,265.0,19.0,False,Dinner
CHEESE LASAGNA,284.0 g,102.0,5.99,2.46,14.1,1.41,1.1,239.0,18.0,False,Breakfast
CHEESE LASAGNA,343.0 g,155.0,6.12,5.83,19.0,2.92,1.5,207.0,28.0,False,Breakfast
CHEESY LASAGNA,69.0 g,362.0,15.9,5.8,65.2,18.8,5.8,594.0,0.0,False,Dinner
LASAGNA DINNER,227.0 g,150.0,7.93,5.73,16.7,3.96,1.8,225.0,24.0,False,Dinner
LASAGNA FLORENTINE,297.0 g,101.0,4.38,3.37,13.8,3.37,1.3,205.0,12.0,False,Dinner
LASAGNA FRITTA,84.0 g,310.0,8.33,14.3,34.5,8.33,2.4,631.0,18.0,False,Dinner
LASAGNA PASTA,56.0 g,339.0,12.5,1.79,75.0,3.57,8.9,45.0,0.0,False,Lunch
LASAGNA PASTA,56.0 g,357.0,1.79,0.0,83.9,1.79,1.8,27.0,0.0,False,Lunch
LASAGNA PASTA,56.0 GRM,339.0,12.5,1.79,75.0,3.57,8.9,45.0,0.0,False,Lunch
RATATOUILLE EGGPLANT WITH PRUNES,110.0 g,55.0,0.91,2.27,8.18,1.82,2.7,491.0,0.0,False,Breakfast
ROASTED RATATOUILLE VEGETABLES,227.0 g,66.0,1.32,3.52,8.37,4.85,2.2,286.0,0.0,False,Lunch
"EGGPLANT FRIED RATATOUILLE, EGGPLANT",110.0 GRM,100.0,0.91,6.36,8.18,4.55,1.8,564.0,0.0,False,Breakfast
"HOT ZUCCHINI RATATOUILLE IN SWEET & SOUR TOMATO SAUCE, HOT ZUCCHINI RATATOUILLE",110.0 GRM,109.0,0.91,7.27,10.0,8.18,1.8,564.0,0.0,False,Unhealthy
"RUSTIC RATATOUILLE WITH ZUCCHINI, GRILLED EGGPLANT, AND BELL PEPPER IN TOMATO SAUCE WITH MOZZARELLA, RUSTIC RATATOUILLE",105.0 GRM,48.0,2.86,1.9,6.67,4.76,1.0,124.0,5.0,False,Breakfast
"FARMER'S MARKET RATATOUILLE ZUCCHINI, EGGPLANT, BELL PEPPERS & MOZZARELLA CHEESE WITH A BASIL TOMATO SAUCE, FARMER'S MARKET RATATOUILLE",105.0 g,50.0,0.0,1.9,5.71,3.81,1.9,162.0,0.0,False,Breakfast
"ORGANIC MIXED VEGGIE RATATOUILLE TOMATOES, ONIONS, PEPPERS WITH GRILLED ZUCCHINI AND EGGPLANT",85.0 g,24.0,1.18,0.0,4.71,2.35,1.2,0.0,0.0,False,Breakfast
"SAUERBRATEN POT ROAST FLAVOR RECIPE MIX, POT ROAST",9.0 GRM,389.0,11.1,11.1,66.7,11.1,0.0,3890.0,0.0,False,Dinner
PAELLA,45.0 g,422.0,13.3,3.33,82.2,2.22,2.2,1480.0,7.0,False,Lunch
"PAELLA RICE MIX, PAELLA",38.0 g,368.0,7.89,2.63,76.3,0.0,2.6,947.0,0.0,False,Lunch
